Orthogroup	Species Tree Node	Gene Tree Node	Support	Type	Genes 1	Genes 2
OG0000027	N0	n0	1.0	Non-Terminal	creidhartii_CRv4_Au5_s1_g1666_t1, Cvulgaris_maker_Scaffold_382-snap-gene-0.57-mRNA-1 protein AED_0.10 eAED_0.10 QI_0|0.8|0.72|1|0.9|0.72|11|0|558, creidhartii_CRv4_Au5_s16_g6366_t1, Cvulgaris_maker_Scaffold_353-augustus-gene-0.58-mRNA-1 protein AED_0.15 eAED_0.15 QI_0|0.77|0.6|0.8|1|0.9|10|0|384, Cvulgaris_maker_Scaffold_1821-augustus-gene-0.38-mRNA-1 protein AED_0.20 eAED_0.20 QI_0|0.85|0.62|1|1|1|8|0|263	Cvulgaris_augustus_masked_Scaffold_1418-abinit-gene-0.1-mRNA-1 protein AED_0.60 eAED_0.60 QI_0|0.2|0.16|0.33|1|1|6|0|249, creidhartii_CRv4_Au5_s13_g4470_t3, creidhartii_CRv4_Au5_s13_g4470_t1
OG0000027	N0	n1	1.0	Non-Terminal	creidhartii_CRv4_Au5_s1_g1666_t1, Cvulgaris_maker_Scaffold_382-snap-gene-0.57-mRNA-1 protein AED_0.10 eAED_0.10 QI_0|0.8|0.72|1|0.9|0.72|11|0|558	creidhartii_CRv4_Au5_s16_g6366_t1, Cvulgaris_maker_Scaffold_353-augustus-gene-0.58-mRNA-1 protein AED_0.15 eAED_0.15 QI_0|0.77|0.6|0.8|1|0.9|10|0|384, Cvulgaris_maker_Scaffold_1821-augustus-gene-0.38-mRNA-1 protein AED_0.20 eAED_0.20 QI_0|0.85|0.62|1|1|1|8|0|263
OG0000027	Cvulgaris	n4	1.0	Terminal	Cvulgaris_maker_Scaffold_353-augustus-gene-0.58-mRNA-1 protein AED_0.15 eAED_0.15 QI_0|0.77|0.6|0.8|1|0.9|10|0|384	Cvulgaris_maker_Scaffold_1821-augustus-gene-0.38-mRNA-1 protein AED_0.20 eAED_0.20 QI_0|0.85|0.62|1|1|1|8|0|263
OG0000027	creidhartii	n6	1.0	Terminal	creidhartii_CRv4_Au5_s13_g4470_t3	creidhartii_CRv4_Au5_s13_g4470_t1
OG0000028	Cvulgaris	n1	1.0	Terminal	Cvulgaris_maker_Scaffold_2420-augustus-gene-0.12-mRNA-1 protein AED_0.22 eAED_0.23 QI_9|0.4|0.5|0.66|1|1|6|0|266	Cvulgaris_genemark_Scaffold_1006-abinit-gene-0.13-mRNA-1 protein AED_0.13 eAED_0.14 QI_0|0.8|0.5|1|1|1|6|0|476, Cvulgaris_maker_Scaffold_2135-augustus-gene-0.18-mRNA-1 protein AED_0.27 eAED_0.28 QI_0|0.28|0.12|0.62|1|1|8|0|332, Cvulgaris_maker_Scaffold_2000-augustus-gene-0.34-mRNA-1 protein AED_0.17 eAED_0.17 QI_0|0.88|0.7|1|1|1|10|0|456, Cvulgaris_augustus_masked_Scaffold_971-abinit-gene-0.3-mRNA-1 protein AED_0.31 eAED_0.31 QI_0|0.8|0.5|1|1|1|6|0|396, Cvulgaris_maker_Scaffold_971-snap-gene-0.42-mRNA-1 protein AED_0.40 eAED_0.40 QI_0|0.66|0.25|1|0.66|0.75|4|0|254, Cvulgaris_maker_Scaffold_253-snap-gene-0.9-mRNA-1 protein AED_0.14 eAED_0.14 QI_0|0.66|0.25|1|0.33|0.5|4|0|219
OG0000028	Cvulgaris	n2	1.0	Terminal	Cvulgaris_genemark_Scaffold_1006-abinit-gene-0.13-mRNA-1 protein AED_0.13 eAED_0.14 QI_0|0.8|0.5|1|1|1|6|0|476	Cvulgaris_maker_Scaffold_2135-augustus-gene-0.18-mRNA-1 protein AED_0.27 eAED_0.28 QI_0|0.28|0.12|0.62|1|1|8|0|332, Cvulgaris_maker_Scaffold_2000-augustus-gene-0.34-mRNA-1 protein AED_0.17 eAED_0.17 QI_0|0.88|0.7|1|1|1|10|0|456, Cvulgaris_augustus_masked_Scaffold_971-abinit-gene-0.3-mRNA-1 protein AED_0.31 eAED_0.31 QI_0|0.8|0.5|1|1|1|6|0|396, Cvulgaris_maker_Scaffold_971-snap-gene-0.42-mRNA-1 protein AED_0.40 eAED_0.40 QI_0|0.66|0.25|1|0.66|0.75|4|0|254, Cvulgaris_maker_Scaffold_253-snap-gene-0.9-mRNA-1 protein AED_0.14 eAED_0.14 QI_0|0.66|0.25|1|0.33|0.5|4|0|219
OG0000028	Cvulgaris	n3	1.0	Terminal	Cvulgaris_maker_Scaffold_2135-augustus-gene-0.18-mRNA-1 protein AED_0.27 eAED_0.28 QI_0|0.28|0.12|0.62|1|1|8|0|332	Cvulgaris_maker_Scaffold_2000-augustus-gene-0.34-mRNA-1 protein AED_0.17 eAED_0.17 QI_0|0.88|0.7|1|1|1|10|0|456, Cvulgaris_augustus_masked_Scaffold_971-abinit-gene-0.3-mRNA-1 protein AED_0.31 eAED_0.31 QI_0|0.8|0.5|1|1|1|6|0|396, Cvulgaris_maker_Scaffold_971-snap-gene-0.42-mRNA-1 protein AED_0.40 eAED_0.40 QI_0|0.66|0.25|1|0.66|0.75|4|0|254, Cvulgaris_maker_Scaffold_253-snap-gene-0.9-mRNA-1 protein AED_0.14 eAED_0.14 QI_0|0.66|0.25|1|0.33|0.5|4|0|219
OG0000028	Cvulgaris	n4	1.0	Terminal	Cvulgaris_maker_Scaffold_2000-augustus-gene-0.34-mRNA-1 protein AED_0.17 eAED_0.17 QI_0|0.88|0.7|1|1|1|10|0|456	Cvulgaris_augustus_masked_Scaffold_971-abinit-gene-0.3-mRNA-1 protein AED_0.31 eAED_0.31 QI_0|0.8|0.5|1|1|1|6|0|396, Cvulgaris_maker_Scaffold_971-snap-gene-0.42-mRNA-1 protein AED_0.40 eAED_0.40 QI_0|0.66|0.25|1|0.66|0.75|4|0|254, Cvulgaris_maker_Scaffold_253-snap-gene-0.9-mRNA-1 protein AED_0.14 eAED_0.14 QI_0|0.66|0.25|1|0.33|0.5|4|0|219
OG0000028	Cvulgaris	n5	1.0	Terminal	Cvulgaris_augustus_masked_Scaffold_971-abinit-gene-0.3-mRNA-1 protein AED_0.31 eAED_0.31 QI_0|0.8|0.5|1|1|1|6|0|396	Cvulgaris_maker_Scaffold_971-snap-gene-0.42-mRNA-1 protein AED_0.40 eAED_0.40 QI_0|0.66|0.25|1|0.66|0.75|4|0|254, Cvulgaris_maker_Scaffold_253-snap-gene-0.9-mRNA-1 protein AED_0.14 eAED_0.14 QI_0|0.66|0.25|1|0.33|0.5|4|0|219
OG0000028	Cvulgaris	n6	1.0	Terminal	Cvulgaris_maker_Scaffold_971-snap-gene-0.42-mRNA-1 protein AED_0.40 eAED_0.40 QI_0|0.66|0.25|1|0.66|0.75|4|0|254	Cvulgaris_maker_Scaffold_253-snap-gene-0.9-mRNA-1 protein AED_0.14 eAED_0.14 QI_0|0.66|0.25|1|0.33|0.5|4|0|219
OG0000029	creidhartii	n1	1.0	Terminal	creidhartii_CRv4_Au5_s72_g14596_t1	creidhartii_CRv4_Au5_s17_g7130_t1, creidhartii_CRv4_Au5_s17_g7128_t1, creidhartii_CRv4_Au5_s17_g7135_t1, creidhartii_CRv4_Au5_s17_g7136_t1, creidhartii_CRv4_Au5_s1_g1403_t2, creidhartii_CRv4_Au5_s1_g1403_t1
OG0000029	creidhartii	n2	1.0	Terminal	creidhartii_CRv4_Au5_s17_g7130_t1	creidhartii_CRv4_Au5_s17_g7128_t1, creidhartii_CRv4_Au5_s17_g7135_t1, creidhartii_CRv4_Au5_s17_g7136_t1, creidhartii_CRv4_Au5_s1_g1403_t2, creidhartii_CRv4_Au5_s1_g1403_t1
OG0000029	creidhartii	n3	1.0	Terminal	creidhartii_CRv4_Au5_s17_g7128_t1, creidhartii_CRv4_Au5_s17_g7135_t1	creidhartii_CRv4_Au5_s17_g7136_t1, creidhartii_CRv4_Au5_s1_g1403_t2, creidhartii_CRv4_Au5_s1_g1403_t1
OG0000029	creidhartii	n4	1.0	Terminal	creidhartii_CRv4_Au5_s17_g7128_t1	creidhartii_CRv4_Au5_s17_g7135_t1
OG0000029	creidhartii	n5	1.0	Terminal	creidhartii_CRv4_Au5_s17_g7136_t1	creidhartii_CRv4_Au5_s1_g1403_t2, creidhartii_CRv4_Au5_s1_g1403_t1
OG0000029	creidhartii	n6	1.0	Terminal	creidhartii_CRv4_Au5_s1_g1403_t2	creidhartii_CRv4_Au5_s1_g1403_t1
OG0000030	creidhartii	n1	1.0	Terminal	creidhartii_CRv4_Au5_s16_g6867_t1, creidhartii_CRv4_Au5_s16_g6867_t2	creidhartii_CRv4_Au5_s16_g6020_t1, creidhartii_CRv4_Au5_s16_g6866_t1, creidhartii_CRv4_Au5_s16_g6866_t3, creidhartii_CRv4_Au5_s16_g6866_t4, creidhartii_CRv4_Au5_s16_g6866_t2
OG0000030	creidhartii	n2	1.0	Terminal	creidhartii_CRv4_Au5_s16_g6867_t1	creidhartii_CRv4_Au5_s16_g6867_t2
OG0000030	creidhartii	n3	1.0	Terminal	creidhartii_CRv4_Au5_s16_g6020_t1	creidhartii_CRv4_Au5_s16_g6866_t1, creidhartii_CRv4_Au5_s16_g6866_t3, creidhartii_CRv4_Au5_s16_g6866_t4, creidhartii_CRv4_Au5_s16_g6866_t2
OG0000030	creidhartii	n4	1.0	Terminal	creidhartii_CRv4_Au5_s16_g6866_t1, creidhartii_CRv4_Au5_s16_g6866_t3	creidhartii_CRv4_Au5_s16_g6866_t4, creidhartii_CRv4_Au5_s16_g6866_t2
OG0000030	creidhartii	n5	1.0	Terminal	creidhartii_CRv4_Au5_s16_g6866_t1	creidhartii_CRv4_Au5_s16_g6866_t3
OG0000030	creidhartii	n6	1.0	Terminal	creidhartii_CRv4_Au5_s16_g6866_t4	creidhartii_CRv4_Au5_s16_g6866_t2
OG0000031	Cvulgaris	n1	1.0	Terminal	Cvulgaris_maker_Scaffold_761-snap-gene-0.31-mRNA-1 protein AED_0.10 eAED_0.13 QI_0|0.82|0.77|1|0.52|0.61|18|0|697, Cvulgaris_genemark_Scaffold_283-abinit-gene-0.4-mRNA-1 protein AED_0.55 eAED_0.56 QI_0|0.42|0.37|0.87|1|1|8|0|235	Cvulgaris_maker_Scaffold_424-augustus-gene-0.25-mRNA-1 protein AED_0.21 eAED_0.26 QI_75|0.87|0.82|1|0.75|0.82|17|0|494
OG0000031	Cvulgaris	n2	1.0	Terminal	Cvulgaris_maker_Scaffold_761-snap-gene-0.31-mRNA-1 protein AED_0.10 eAED_0.13 QI_0|0.82|0.77|1|0.52|0.61|18|0|697	Cvulgaris_genemark_Scaffold_283-abinit-gene-0.4-mRNA-1 protein AED_0.55 eAED_0.56 QI_0|0.42|0.37|0.87|1|1|8|0|235
OG0000031	creidhartii	n3	1.0	Terminal	creidhartii_CRv4_Au5_s13_g4927_t1, creidhartii_CRv4_Au5_s13_g4928_t1	creidhartii_CRv4_Au5_s3_g10295_t1, creidhartii_CRv4_Au5_s3_g11223_t1, creidhartii_CRv4_Au5_s9_g15768_t2
OG0000031	creidhartii	n4	1.0	Terminal	creidhartii_CRv4_Au5_s13_g4927_t1	creidhartii_CRv4_Au5_s13_g4928_t1
OG0000031	creidhartii	n5	1.0	Terminal	creidhartii_CRv4_Au5_s3_g10295_t1	creidhartii_CRv4_Au5_s3_g11223_t1, creidhartii_CRv4_Au5_s9_g15768_t2
OG0000031	creidhartii	n6	1.0	Terminal	creidhartii_CRv4_Au5_s3_g11223_t1	creidhartii_CRv4_Au5_s9_g15768_t2
OG0000032	N0	n0	1.0	Non-Terminal	Cvulgaris_maker_Scaffold_497-augustus-gene-0.57-mRNA-1 protein AED_0.42 eAED_0.42 QI_0|0.09|0|0.25|1|1|12|0|759, Cvulgaris_maker_Scaffold_234-snap-gene-0.214-mRNA-1 protein AED_0.23 eAED_0.23 QI_0|0.4|0.16|0.66|0.4|0.5|6|0|728, creidhartii_CRv4_Au5_s1_g1698_t1	Cvulgaris_maker_Scaffold_309-snap-gene-0.22-mRNA-1 protein AED_0.27 eAED_0.27 QI_0|0.5|0.4|0.8|0|0|5|0|285, creidhartii_CRv4_Au5_s11_g2678_t1, creidhartii_CRv4_Au5_s1_g1938_t1, creidhartii_CRv4_Au5_s11_g2673_t1
OG0000032	Cvulgaris	n2	1.0	Terminal	Cvulgaris_maker_Scaffold_497-augustus-gene-0.57-mRNA-1 protein AED_0.42 eAED_0.42 QI_0|0.09|0|0.25|1|1|12|0|759	Cvulgaris_maker_Scaffold_234-snap-gene-0.214-mRNA-1 protein AED_0.23 eAED_0.23 QI_0|0.4|0.16|0.66|0.4|0.5|6|0|728
OG0000032	creidhartii	n4	1.0	Terminal	creidhartii_CRv4_Au5_s11_g2678_t1	creidhartii_CRv4_Au5_s1_g1938_t1, creidhartii_CRv4_Au5_s11_g2673_t1
OG0000032	creidhartii	n5	1.0	Terminal	creidhartii_CRv4_Au5_s1_g1938_t1	creidhartii_CRv4_Au5_s11_g2673_t1
OG0000033	creidhartii	n1	1.0	Terminal	creidhartii_CRv4_Au5_s12_g3703_t1, creidhartii_CRv4_Au5_s2_g9699_t1, creidhartii_CRv4_Au5_s3_g10303_t1	creidhartii_CRv4_Au5_s2_g9683_t1
OG0000033	creidhartii	n2	1.0	Terminal	creidhartii_CRv4_Au5_s12_g3703_t1	creidhartii_CRv4_Au5_s2_g9699_t1, creidhartii_CRv4_Au5_s3_g10303_t1
OG0000033	creidhartii	n3	1.0	Terminal	creidhartii_CRv4_Au5_s2_g9699_t1	creidhartii_CRv4_Au5_s3_g10303_t1
OG0000033	Cvulgaris	n4	1.0	Terminal	Cvulgaris_maker_Scaffold_342-augustus-gene-0.27-mRNA-1 protein AED_0.30 eAED_0.30 QI_0|0|0|0.8|0.77|0.8|10|0|454	Cvulgaris_maker_Scaffold_329-augustus-gene-0.177-mRNA-1 protein AED_0.16 eAED_0.17 QI_0|0.4|0|1|0.8|0.83|6|0|542, Cvulgaris_maker_Scaffold_1131-snap-gene-0.29-mRNA-1 protein AED_0.06 eAED_0.21 QI_0|0.63|0.58|1|0.63|0.58|12|0|668
OG0000033	Cvulgaris	n5	1.0	Terminal	Cvulgaris_maker_Scaffold_329-augustus-gene-0.177-mRNA-1 protein AED_0.16 eAED_0.17 QI_0|0.4|0|1|0.8|0.83|6|0|542	Cvulgaris_maker_Scaffold_1131-snap-gene-0.29-mRNA-1 protein AED_0.06 eAED_0.21 QI_0|0.63|0.58|1|0.63|0.58|12|0|668
OG0000034	creidhartii	n1	1.0	Terminal	creidhartii_CRv4_Au5_s12_g2810_t1, creidhartii_CRv4_Au5_s12_g3868_t1, creidhartii_CRv4_Au5_s11_g2679_t1	creidhartii_CRv4_Au5_s13_g4646_t1, creidhartii_CRv4_Au5_s13_g4764_t1, creidhartii_CRv4_Au5_s2_g9114_t1
OG0000034	creidhartii	n2	1.0	Terminal	creidhartii_CRv4_Au5_s12_g2810_t1	creidhartii_CRv4_Au5_s12_g3868_t1, creidhartii_CRv4_Au5_s11_g2679_t1
OG0000034	creidhartii	n3	1.0	Terminal	creidhartii_CRv4_Au5_s12_g3868_t1	creidhartii_CRv4_Au5_s11_g2679_t1
OG0000034	creidhartii	n4	1.0	Terminal	creidhartii_CRv4_Au5_s13_g4646_t1, creidhartii_CRv4_Au5_s13_g4764_t1	creidhartii_CRv4_Au5_s2_g9114_t1
OG0000034	creidhartii	n5	1.0	Terminal	creidhartii_CRv4_Au5_s13_g4646_t1	creidhartii_CRv4_Au5_s13_g4764_t1
OG0000035	creidhartii	n1	1.0	Terminal	creidhartii_CRv4_Au5_s7_g14520_t1, creidhartii_CRv4_Au5_s7_g14519_t1, creidhartii_CRv4_Au5_s7_g14521_t1	creidhartii_CRv4_Au5_s7_g14253_t1, creidhartii_CRv4_Au5_s1_g2052_t1, creidhartii_CRv4_Au5_s1_g2052_t2
OG0000035	creidhartii	n2	1.0	Terminal	creidhartii_CRv4_Au5_s7_g14520_t1, creidhartii_CRv4_Au5_s7_g14519_t1	creidhartii_CRv4_Au5_s7_g14521_t1
OG0000035	creidhartii	n3	1.0	Terminal	creidhartii_CRv4_Au5_s7_g14520_t1	creidhartii_CRv4_Au5_s7_g14519_t1
OG0000035	creidhartii	n4	1.0	Terminal	creidhartii_CRv4_Au5_s7_g14253_t1	creidhartii_CRv4_Au5_s1_g2052_t1, creidhartii_CRv4_Au5_s1_g2052_t2
OG0000035	creidhartii	n5	1.0	Terminal	creidhartii_CRv4_Au5_s1_g2052_t1	creidhartii_CRv4_Au5_s1_g2052_t2
OG0000036	N0	n0	1.0	Non-Terminal	creidhartii_CRv4_Au5_s2_g9306_t1, Cvulgaris_maker_Scaffold_1698-augustus-gene-0.59-mRNA-1 protein AED_0.11 eAED_0.13 QI_0|0.84|0.71|0.92|1|1|14|0|1221	creidhartii_CRv4_Au5_s1_g1217_t1, Cvulgaris_maker_Scaffold_1821-augustus-gene-0.37-mRNA-1 protein AED_0.30 eAED_0.31 QI_0|0.66|0.42|0.85|1|1|7|0|468, Cvulgaris_maker_Scaffold_76-augustus-gene-0.262-mRNA-1 protein AED_0.34 eAED_0.34 QI_27|0.5|0|0.66|0.5|0|3|0|224, Cvulgaris_genemark_Scaffold_1597-abinit-gene-0.6-mRNA-1 protein AED_0.17 eAED_0.21 QI_0|0|0|0.6|1|1|15|0|1381, Cvulgaris_maker_Scaffold_289-augustus-gene-0.45-mRNA-1 protein AED_0.19 eAED_0.19 QI_0|0.5|0|0.66|1|1|3|0|295
OG0000036	Cvulgaris	n3	1.0	Terminal	Cvulgaris_maker_Scaffold_1821-augustus-gene-0.37-mRNA-1 protein AED_0.30 eAED_0.31 QI_0|0.66|0.42|0.85|1|1|7|0|468	Cvulgaris_maker_Scaffold_76-augustus-gene-0.262-mRNA-1 protein AED_0.34 eAED_0.34 QI_27|0.5|0|0.66|0.5|0|3|0|224, Cvulgaris_genemark_Scaffold_1597-abinit-gene-0.6-mRNA-1 protein AED_0.17 eAED_0.21 QI_0|0|0|0.6|1|1|15|0|1381, Cvulgaris_maker_Scaffold_289-augustus-gene-0.45-mRNA-1 protein AED_0.19 eAED_0.19 QI_0|0.5|0|0.66|1|1|3|0|295
OG0000036	Cvulgaris	n4	1.0	Terminal	Cvulgaris_maker_Scaffold_76-augustus-gene-0.262-mRNA-1 protein AED_0.34 eAED_0.34 QI_27|0.5|0|0.66|0.5|0|3|0|224	Cvulgaris_genemark_Scaffold_1597-abinit-gene-0.6-mRNA-1 protein AED_0.17 eAED_0.21 QI_0|0|0|0.6|1|1|15|0|1381, Cvulgaris_maker_Scaffold_289-augustus-gene-0.45-mRNA-1 protein AED_0.19 eAED_0.19 QI_0|0.5|0|0.66|1|1|3|0|295
OG0000036	Cvulgaris	n5	1.0	Terminal	Cvulgaris_genemark_Scaffold_1597-abinit-gene-0.6-mRNA-1 protein AED_0.17 eAED_0.21 QI_0|0|0|0.6|1|1|15|0|1381	Cvulgaris_maker_Scaffold_289-augustus-gene-0.45-mRNA-1 protein AED_0.19 eAED_0.19 QI_0|0.5|0|0.66|1|1|3|0|295
OG0000037	creidhartii	n1	1.0	Terminal	creidhartii_CRv4_Au5_s3_g11181_t1	creidhartii_CRv4_Au5_s10_g79_t1
OG0000037	Cvulgaris	n2	1.0	Terminal	Cvulgaris_maker_Scaffold_1371-snap-gene-0.37-mRNA-1 protein AED_0.13 eAED_0.13 QI_0|1|0.33|1|1|1|3|0|580, Cvulgaris_genemark_Scaffold_1391-abinit-gene-0.4-mRNA-1 protein AED_0.29 eAED_0.29 QI_0|0.42|0.25|0.75|1|1|8|0|523, Cvulgaris_maker_Scaffold_136-augustus-gene-0.46-mRNA-1 protein AED_0.14 eAED_0.14 QI_0|1|0.66|1|1|1|6|0|370	Cvulgaris_genemark_Scaffold_89-abinit-gene-1.72-mRNA-1 protein AED_0.30 eAED_0.31 QI_0|0.2|0.33|0.66|1|1|6|0|210, Cvulgaris_maker_Scaffold_1585-snap-gene-0.19-mRNA-1 protein AED_0.28 eAED_0.32 QI_0|0|0|0.5|0|0.25|4|0|304
OG0000037	Cvulgaris	n3	1.0	Terminal	Cvulgaris_maker_Scaffold_1371-snap-gene-0.37-mRNA-1 protein AED_0.13 eAED_0.13 QI_0|1|0.33|1|1|1|3|0|580, Cvulgaris_genemark_Scaffold_1391-abinit-gene-0.4-mRNA-1 protein AED_0.29 eAED_0.29 QI_0|0.42|0.25|0.75|1|1|8|0|523	Cvulgaris_maker_Scaffold_136-augustus-gene-0.46-mRNA-1 protein AED_0.14 eAED_0.14 QI_0|1|0.66|1|1|1|6|0|370
OG0000037	Cvulgaris	n4	1.0	Terminal	Cvulgaris_maker_Scaffold_1371-snap-gene-0.37-mRNA-1 protein AED_0.13 eAED_0.13 QI_0|1|0.33|1|1|1|3|0|580	Cvulgaris_genemark_Scaffold_1391-abinit-gene-0.4-mRNA-1 protein AED_0.29 eAED_0.29 QI_0|0.42|0.25|0.75|1|1|8|0|523
OG0000037	Cvulgaris	n5	1.0	Terminal	Cvulgaris_genemark_Scaffold_89-abinit-gene-1.72-mRNA-1 protein AED_0.30 eAED_0.31 QI_0|0.2|0.33|0.66|1|1|6|0|210	Cvulgaris_maker_Scaffold_1585-snap-gene-0.19-mRNA-1 protein AED_0.28 eAED_0.32 QI_0|0|0|0.5|0|0.25|4|0|304
OG0000038	N0	n0	1.0	Non-Terminal	creidhartii_CRv4_Au5_s2_g8586_t1, Cvulgaris_maker_Scaffold_1416-augustus-gene-0.53-mRNA-1 protein AED_0.48 eAED_0.49 QI_0|0|0|0.5|0.66|0.75|4|0|153	creidhartii_CRv4_Au5_s2_g9366_t1, Cvulgaris_maker_Scaffold_243-augustus-gene-0.231-mRNA-1 protein AED_0.17 eAED_0.18 QI_0|0.71|0.5|0.75|0.85|0.87|8|0|335, Cvulgaris_maker_Scaffold_1853-augustus-gene-0.8-mRNA-1 protein AED_0.46 eAED_0.46 QI_0|0.22|0.1|0.3|0.88|0.9|10|0|325, Cvulgaris_maker_Scaffold_1115-augustus-gene-0.16-mRNA-1 protein AED_0.19 eAED_0.25 QI_90|0.5|0.2|0.8|1|1|5|0|162, creidhartii_CRv4_Au5_s20_g8225_t1
OG0000038	N0	n2	1.0	Non-Terminal	creidhartii_CRv4_Au5_s2_g9366_t1, Cvulgaris_maker_Scaffold_243-augustus-gene-0.231-mRNA-1 protein AED_0.17 eAED_0.18 QI_0|0.71|0.5|0.75|0.85|0.87|8|0|335	Cvulgaris_maker_Scaffold_1853-augustus-gene-0.8-mRNA-1 protein AED_0.46 eAED_0.46 QI_0|0.22|0.1|0.3|0.88|0.9|10|0|325, Cvulgaris_maker_Scaffold_1115-augustus-gene-0.16-mRNA-1 protein AED_0.19 eAED_0.25 QI_90|0.5|0.2|0.8|1|1|5|0|162, creidhartii_CRv4_Au5_s20_g8225_t1
OG0000038	Cvulgaris	n5	1.0	Terminal	Cvulgaris_maker_Scaffold_1853-augustus-gene-0.8-mRNA-1 protein AED_0.46 eAED_0.46 QI_0|0.22|0.1|0.3|0.88|0.9|10|0|325	Cvulgaris_maker_Scaffold_1115-augustus-gene-0.16-mRNA-1 protein AED_0.19 eAED_0.25 QI_90|0.5|0.2|0.8|1|1|5|0|162
OG0000039	Cvulgaris	n1	1.0	Terminal	Cvulgaris_genemark_Scaffold_833-abinit-gene-0.10-mRNA-1 protein AED_0.20 eAED_0.22 QI_0|0.2|0.16|0.66|1|1|6|0|270	Cvulgaris_maker_Scaffold_994-snap-gene-0.50-mRNA-1 protein AED_0.05 eAED_0.05 QI_0|1|0.66|1|1|1|3|0|138
OG0000039	creidhartii	n2	1.0	Terminal	creidhartii_CRv4_Au5_s13_g4989_t1, creidhartii_CRv4_Au5_s13_g4987_t1	creidhartii_CRv4_Au5_s12_g4258_t1, creidhartii_CRv4_Au5_s18_g7955_t1, creidhartii_CRv4_Au5_s13_g4995_t1
OG0000039	creidhartii	n3	1.0	Terminal	creidhartii_CRv4_Au5_s13_g4989_t1	creidhartii_CRv4_Au5_s13_g4987_t1
OG0000039	creidhartii	n4	1.0	Terminal	creidhartii_CRv4_Au5_s12_g4258_t1	creidhartii_CRv4_Au5_s18_g7955_t1, creidhartii_CRv4_Au5_s13_g4995_t1
OG0000039	creidhartii	n5	1.0	Terminal	creidhartii_CRv4_Au5_s18_g7955_t1	creidhartii_CRv4_Au5_s13_g4995_t1
OG0000040	creidhartii	n1	1.0	Terminal	creidhartii_CRv4_Au5_s3_g10741_t1	creidhartii_CRv4_Au5_s8_g14909_t1
OG0000040	Cvulgaris	n2	1.0	Terminal	Cvulgaris_genemark_Scaffold_168-abinit-gene-0.36-mRNA-1 protein AED_0.28 eAED_0.28 QI_0|0.33|0.4|0.8|1|1|10|0|694, Cvulgaris_genemark_Scaffold_168-abinit-gene-0.25-mRNA-1 protein AED_0.55 eAED_0.56 QI_0|0.5|0.4|0.6|1|1|5|0|313	Cvulgaris_genemark_Scaffold_240-abinit-gene-0.53-mRNA-1 protein AED_0.17 eAED_0.18 QI_0|0.25|0|0.8|1|1|5|0|374, Cvulgaris_genemark_Scaffold_766-abinit-gene-0.10-mRNA-1 protein AED_0.07 eAED_0.07 QI_0|1|0.5|1|1|1|4|0|475
OG0000040	Cvulgaris	n3	1.0	Terminal	Cvulgaris_genemark_Scaffold_168-abinit-gene-0.36-mRNA-1 protein AED_0.28 eAED_0.28 QI_0|0.33|0.4|0.8|1|1|10|0|694	Cvulgaris_genemark_Scaffold_168-abinit-gene-0.25-mRNA-1 protein AED_0.55 eAED_0.56 QI_0|0.5|0.4|0.6|1|1|5|0|313
OG0000040	Cvulgaris	n4	1.0	Terminal	Cvulgaris_genemark_Scaffold_240-abinit-gene-0.53-mRNA-1 protein AED_0.17 eAED_0.18 QI_0|0.25|0|0.8|1|1|5|0|374	Cvulgaris_genemark_Scaffold_766-abinit-gene-0.10-mRNA-1 protein AED_0.07 eAED_0.07 QI_0|1|0.5|1|1|1|4|0|475
OG0000041	N0	n0	1.0	Non-Terminal	creidhartii_CRv4_Au5_s13_g5126_t1, Cvulgaris_snap_masked_Scaffold_520-abinit-gene-0.116-mRNA-1 protein AED_0.31 eAED_0.31 QI_0|-1|0|1|-1|1|1|0|64	creidhartii_CRv4_Au5_s19_g8172_t1, Cvulgaris_maker_Scaffold_777-augustus-gene-0.62-mRNA-1 protein AED_0.42 eAED_0.42 QI_0|0.5|0.2|0.6|1|0.8|5|0|413, Cvulgaris_maker_Scaffold_359-augustus-gene-0.83-mRNA-1 protein AED_0.08 eAED_0.08 QI_0|0.85|0.5|1|1|0.75|8|0|666, creidhartii_CRv4_Au5_s6_g13476_t1
OG0000041	N0	n2	1.0	Non-Terminal	creidhartii_CRv4_Au5_s19_g8172_t1, Cvulgaris_maker_Scaffold_777-augustus-gene-0.62-mRNA-1 protein AED_0.42 eAED_0.42 QI_0|0.5|0.2|0.6|1|0.8|5|0|413	Cvulgaris_maker_Scaffold_359-augustus-gene-0.83-mRNA-1 protein AED_0.08 eAED_0.08 QI_0|0.85|0.5|1|1|0.75|8|0|666, creidhartii_CRv4_Au5_s6_g13476_t1
OG0000042	N0	n0	1.0	Non-Terminal	Cvulgaris_maker_Scaffold_745-augustus-gene-0.28-mRNA-1 protein AED_0.46 eAED_0.46 QI_0|0.42|0.25|0.5|1|1|8|0|316, creidhartii_CRv4_Au5_s14_g5443_t1, Cvulgaris_maker_Scaffold_41-augustus-gene-0.148-mRNA-1 protein AED_0.16 eAED_0.16 QI_0|1|0.5|1|1|1|4|0|233, creidhartii_CRv4_Au5_s3_g11228_t1	Cvulgaris_genemark_Scaffold_564-abinit-gene-0.21-mRNA-1 protein AED_0.13 eAED_0.13 QI_0|0.8|0.66|1|1|1|6|0|277, creidhartii_CRv4_Au5_s7_g14071_t1
