Orthogroup	Tgondii	Pfalciparum
OG0000991	TGME49_260360	PF3D7_0824300
OG0000992	TGME49_216410	PF3D7_1417700
OG0000993	TGME49_299080	PF3D7_0622300
OG0000994	TGME49_288685	PF3D7_0920100
OG0000995	TGME49_249690	PF3D7_0108100
OG0000996	TGME49_252510	PF3D7_1236200
OG0000997	TGME49_254250	PF3D7_1324400
OG0000998	TGME49_306350	PF3D7_1332200
OG0000999	TGME49_284580	PF3D7_1327800
OG0001000	TGME49_246030	PF3D7_0520200
OG0001001	TGME49_291310	PF3D7_1354400
OG0001002	TGME49_201880	PF3D7_0622600
OG0001003	TGME49_224200	PF3D7_0804600
OG0001004	TGME49_210778	PF3D7_0709100
OG0001005	TGME49_207960	PF3D7_1107200
OG0001006	TGME49_312590	PF3D7_1449100
OG0001007	TGME49_263840	PF3D7_1318600
OG0001008	TGME49_233100	PF3D7_1014700
OG0001009	TGME49_240255	PF3D7_0730000
OG0001010	TGME49_279390	PF3D7_1428300
OG0001011	TGME49_219800	PF3D7_0406100
OG0001012	TGME49_255635	PF3D7_1210400
OG0001013	TGME49_314820	PF3D7_0715500
OG0001014	TGME49_305640	PF3D7_0318600
OG0001015	TGME49_295450	PF3D7_1366100
OG0001016	TGME49_266910	PF3D7_1316000
OG0001017	TGME49_216590	PF3D7_0627700
OG0001018	TGME49_274130	PF3D7_1320200
OG0001019	TGME49_209770	PF3D7_1408400
OG0001020	TGME49_220200	PF3D7_0408400
OG0001021	TGME49_311510	PF3D7_0107600
OG0001022	TGME49_240525	PF3D7_0203800
OG0001023	TGME49_318570	PF3D7_1321800
OG0001024	TGME49_247310	PF3D7_1429300
OG0001025	TGME49_216130	PF3D7_0812600
OG0001026	TGME49_307605	PF3D7_1248300
OG0001027	TGME49_224990	PF3D7_0507000
OG0001028	TGME49_211690	PF3D7_0703500
OG0001029	TGME49_207180	PF3D7_1363700
OG0001030	TGME49_202410	PF3D7_0626400
OG0001031	TGME49_292080	PF3D7_0622800
OG0001032	TGME49_262680	PF3D7_0721200
OG0001033	TGME49_311150	PF3D7_0531000
OG0001034	TGME49_207840	PF3D7_1242700
OG0001035	TGME49_224570	PF3D7_1332100
OG0001036	TGME49_218580	PF3D7_1429400
OG0001037	TGME49_289880	PF3D7_0709900
OG0001038	TGME49_266470	PF3D7_1033300
OG0001039	TGME49_266360	PF3D7_1038200
OG0001040	TGME49_242380	PF3D7_0605900
OG0001041	TGME49_233830	PF3D7_1249100
OG0001042	TGME49_225360	PF3D7_0725300
OG0001043	TGME49_229460	PF3D7_0818700
OG0001044	TGME49_291150	PF3D7_1220000
OG0001045	TGME49_270640	PF3D7_1126800
OG0001046	TGME49_207070	PF3D7_0211600
OG0001047	TGME49_270960	PF3D7_1005100
OG0001048	TGME49_272720	PF3D7_0705000
OG0001049	TGME49_271280	PF3D7_1466700
OG0001050	TGME49_290650	PF3D7_1034800
OG0001051	TGME49_240480	PF3D7_0530800
OG0001052	TGME49_205558	PF3D7_0621800
OG0001053	TGME49_225970	PF3D7_1475000
OG0001054	TGME49_226320	PF3D7_0302800
OG0001055	TGME49_318700	PF3D7_1332800
OG0001056	TGME49_216800	PF3D7_0931600
OG0001057	TGME49_226250	PF3D7_0810600
OG0001058	TGME49_218610	PF3D7_1020700
OG0001059	TGME49_263680	PF3D7_1228000
OG0001060	TGME49_225000	PF3D7_1316900
OG0001061	TGME49_229280	PF3D7_0805300
OG0001062	TGME49_294180	PF3D7_1127300
OG0001063	TGME49_237280	PF3D7_1467900
OG0001064	TGME49_223910	PF3D7_0914200
OG0001065	TGME49_305520	PF3D7_1447000
OG0001066	TGME49_263040	PF3D7_0813900
OG0001067	TGME49_289230	PF3D7_0524600
OG0001068	TGME49_243530	PF3D7_1233300
OG0001069	TGME49_270210	PF3D7_0806600
OG0001070	TGME49_223710	PF3D7_1244100
OG0001071	TGME49_305340	PF3D7_1468100
OG0001072	TGME49_213392	PF3D7_1121100
OG0001073	TGME49_231380	PF3D7_0205500
OG0001074	TGME49_227890	PF3D7_1121200
OG0001075	TGME49_247470	PF3D7_1118500
OG0001076	TGME49_273060	PF3D7_1365100
OG0001077	TGME49_202300	PF3D7_0720800
OG0001078	TGME49_235660	PF3D7_0318900
OG0001079	TGME49_293680	PF3D7_0806900
OG0001080	TGME49_288350	PF3D7_0708500
OG0001081	TGME49_225580	PF3D7_0317800
OG0001082	TGME49_213010	PF3D7_0624400
OG0001083	TGME49_223570	PF3D7_1473900
OG0001084	TGME49_207600	PF3D7_0933800
OG0001085	TGME49_223050	PF3D7_1003500
OG0001086	TGME49_306380	PF3D7_0812700
OG0001087	TGME49_202350	PF3D7_1422100
OG0001088	TGME49_313370	PF3D7_0108300
OG0001089	TGME49_233810	PF3D7_0204100
OG0001090	TGME49_215610	PF3D7_1141200
OG0001091	TGME49_280660	PF3D7_1224800
OG0001092	TGME49_270760	PF3D7_1324000
OG0001093	TGME49_261380	PF3D7_0718400
OG0001094	TGME49_320160	PF3D7_1228400
OG0001095	TGME49_295340	PF3D7_1011700
OG0001096	TGME49_309752	PF3D7_1431600
OG0001097	TGME49_294390	PF3D7_0627200
OG0001098	TGME49_312700	PF3D7_1458300
OG0001099	TGME49_207640	PF3D7_1332900
OG0001100	TGME49_266140	PF3D7_1305600
OG0001101	TGME49_263310	PF3D7_1348200
OG0001102	TGME49_270630	PF3D7_1306100
OG0001103	TGME49_207430	PF3D7_0521700
OG0001104	TGME49_224660	PF3D7_1127800
OG0001105	TGME49_312650	PF3D7_0407700
OG0001106	TGME49_259600	PF3D7_0826000
OG0001107	TGME49_220940	PF3D7_1309600
OG0001108	TGME49_240250	PF3D7_1448800
OG0001109	TGME49_248200	PF3D7_1415800
OG0001110	TGME49_238100	PF3D7_0526900
OG0001111	TGME49_316220	PF3D7_1469700
OG0001112	TGME49_206430	PF3D7_0530900
OG0001113	TGME49_259520	PF3D7_0307500
OG0001114	TGME49_289210	PF3D7_0904500
OG0001115	TGME49_266740	PF3D7_0629400
OG0001116	TGME49_295730	PF3D7_1108900
OG0001117	TGME49_280370	PF3D7_1359600
OG0001118	TGME49_264780	PF3D7_1343600
OG0001119	TGME49_312680	PF3D7_0604200
OG0001120	TGME49_223580	PF3D7_1465200
OG0001121	TGME49_212190	PF3D7_1139100
OG0001122	TGME49_267520	PF3D7_0624500
OG0001123	TGME49_266090	PF3D7_1471500
OG0001124	TGME49_260660	PF3D7_1239100
OG0001125	TGME49_222210	PF3D7_0318100
OG0001126	TGME49_254365	PF3D7_0710300
OG0001127	TGME49_268600	PF3D7_1463300
OG0001128	TGME49_313060	PF3D7_1250600
OG0001129	TGME49_231110	PF3D7_1238000
OG0001130	TGME49_256030	PF3D7_0517800
OG0001131	TGME49_276170	PF3D7_0311300
OG0001132	TGME49_215350	PF3D7_1314400
OG0001133	TGME49_251950	PF3D7_0212200
OG0001134	TGME49_293240	PF3D7_1126600
OG0001135	TGME49_229620	PF3D7_0317900
OG0001136	TGME49_264720	PF3D7_0505400
OG0001137	TGME49_212310	PF3D7_0519200
OG0001138	TGME49_235360	PF3D7_0720200
OG0001139	TGME49_231190	PF3D7_0415000
OG0001140	TGME49_244040	PF3D7_1225700
OG0001141	TGME49_268400	PF3D7_1208700
OG0001142	TGME49_203450	PF3D7_0104500
OG0001143	TGME49_263240	PF3D7_0523900
OG0001144	TGME49_257490	PF3D7_0718500
OG0001145	TGME49_246620	PF3D7_0522800
OG0001146	TGME49_219080	PF3D7_1438600
OG0001147	TGME49_320130	PF3D7_1125900
OG0001148	TGME49_271880	PF3D7_0308100
OG0001149	TGME49_261200	PF3D7_1114200
OG0001150	TGME49_313530	PF3D7_0935100
OG0001151	TGME49_273490	PF3D7_0922600
OG0001152	TGME49_201790	PF3D7_1307800
OG0001153	TGME49_313580	PF3D7_0918100
OG0001154	TGME49_227850	PF3D7_0812500
OG0001155	TGME49_311750	PF3D7_1209000
OG0001156	TGME49_260140	PF3D7_0801800
OG0001157	TGME49_240590	PF3D7_1364800
OG0001158	TGME49_264040	PF3D7_1465000
OG0001159	TGME49_227000	PF3D7_1025900
OG0001160	TGME49_254140	PF3D7_1342700
OG0001161	TGME49_203730	PF3D7_1314000
OG0001162	TGME49_246560	PF3D7_1323200
OG0001163	TGME49_237510	PF3D7_0903300
OG0001164	TGME49_226640	PF3D7_0925600
OG0001165	TGME49_233090	PF3D7_0725000
OG0001166	TGME49_232690	PF3D7_1218400
OG0001167	TGME49_277760	PF3D7_0811400
OG0001168	TGME49_236640	PF3D7_0529900
OG0001169	TGME49_285268	PF3D7_1307200
OG0001170	TGME49_315620	PF3D7_0106100
OG0001171	TGME49_295850	PF3D7_1312800
OG0001172	TGME49_319730	PF3D7_0213700
OG0001173	TGME49_236240	PF3D7_1247500
OG0001174	TGME49_209240	PF3D7_0622500
OG0001175	TGME49_231410	PF3D7_1125100
OG0001176	TGME49_232815	PF3D7_1002500
OG0001177	TGME49_270100	PF3D7_1409100
OG0001178	TGME49_270690	PF3D7_1218500
OG0001179	TGME49_267390	PF3D7_1143300
OG0001180	TGME49_312660	PF3D7_1441600
OG0001181	TGME49_312622	PF3D7_0522600
OG0001182	TGME49_225080	PF3D7_1126200
OG0001183	TGME49_243280	PF3D7_0914300
OG0001184	TGME49_314418	PF3D7_0423100
OG0001185	TGME49_209890	PF3D7_1224100
OG0001186	TGME49_259570	PF3D7_1349400
OG0001187	TGME49_203620	PF3D7_1312300
OG0001188	TGME49_314415	PF3D7_1368000
OG0001189	TGME49_232080	PF3D7_0522400
OG0001190	TGME49_222040	PF3D7_1346200
OG0001191	TGME49_321610	PF3D7_0616600
OG0001192	TGME49_203810	PF3D7_1125800
OG0001193	TGME49_244240	PF3D7_1303100
OG0001194	TGME49_264130	PF3D7_1246600
OG0001195	TGME49_238240	PF3D7_1109400
OG0001196	TGME49_316570	PF3D7_0506300
OG0001197	TGME49_216960	PF3D7_0110100
OG0001198	TGME49_263595	PF3D7_0319500
OG0001199	TGME49_202040	PF3D7_1031800
OG0001200	TGME49_232540	PF3D7_0815300
OG0001201	TGME49_246960	PF3D7_1237400
OG0001202	TGME49_315270	PF3D7_1120000
OG0001203	TGME49_214490	PF3D7_1118300
OG0001204	TGME49_308930	PF3D7_0210400
OG0001205	TGME49_222990	PF3D7_1211500
OG0001206	TGME49_260230	PF3D7_1011600
OG0001207	TGME49_218510	PF3D7_0723200
OG0001208	TGME49_320430	PF3D7_1238300
OG0001209	TGME49_202870	PF3D7_0912500
OG0001210	TGME49_307780	PF3D7_1471900
OG0001211	TGME49_221600	PF3D7_1020500
OG0001212	TGME49_222110	PF3D7_0931400
OG0001213	TGME49_243730	PF3D7_0721400
OG0001214	TGME49_293390	PF3D7_1224600
OG0001215	TGME49_247020	PF3D7_1201900
OG0001216	TGME49_224280	PF3D7_0513200
OG0001217	TGME49_216250	PF3D7_1123800
OG0001218	TGME49_229210	PF3D7_1369700
OG0001219	TGME49_261680	PF3D7_0503200
OG0001220	TGME49_229740	PF3D7_0812000
OG0001221	TGME49_216275	PF3D7_1456900
OG0001222	TGME49_226000	PF3D7_1147700
OG0001223	TGME49_214250	PF3D7_0722700
OG0001224	TGME49_297320	PF3D7_1005900
OG0001225	TGME49_266680	PF3D7_1463400
OG0001226	TGME49_226940	PF3D7_1414700
OG0001227	TGME49_229900	PF3D7_1314300
OG0001228	TGME49_301120	PF3D7_1450900
OG0001229	TGME49_247670	PF3D7_1219900
OG0001230	TGME49_227270	PF3D7_1351900
OG0001231	TGME49_247770	PF3D7_1402200
OG0001232	TGME49_247000	PF3D7_1241900
OG0001233	TGME49_309820	PF3D7_0719600
OG0001234	TGME49_315310	PF3D7_0710500
OG0001235	TGME49_312500	PF3D7_1305000
OG0001236	TGME49_314900	PF3D7_1336400
OG0001237	TGME49_290600	PF3D7_1108500
OG0001238	TGME49_232740	PF3D7_0722800
OG0001239	TGME49_263850	PF3D7_1116900
OG0001240	TGME49_233300	PF3D7_1007200
OG0001241	TGME49_308040	PF3D7_1358500
OG0001242	TGME49_301430	PF3D7_1313700
OG0001243	TGME49_206670	PF3D7_0723900
OG0001244	TGME49_220090	PF3D7_1421000
OG0001245	TGME49_263700	PF3D7_0516200
OG0001246	TGME49_312250	PF3D7_0206600
OG0001247	TGME49_243620	PF3D7_0614400
OG0001248	TGME49_221910	PF3D7_0818500
OG0001249	TGME49_297270	PF3D7_1125000
OG0001250	TGME49_210980	PF3D7_1452700
OG0001251	TGME49_203910	PF3D7_0907200
OG0001252	TGME49_250780	PF3D7_0722300
OG0001253	TGME49_219140	PF3D7_0319600
OG0001254	TGME49_319580	PF3D7_1322300
OG0001255	TGME49_269660	PF3D7_1037600
OG0001256	TGME49_235905	PF3D7_1465300
OG0001257	TGME49_308920	PF3D7_0716000
OG0001258	TGME49_312905	PF3D7_0303100
OG0001259	TGME49_267960	PF3D7_0411400
OG0001260	TGME49_267440	PF3D7_0215100
OG0001261	TGME49_292320	PF3D7_1434100
OG0001262	TGME49_216875	PF3D7_1331400
OG0001263	TGME49_284670	PF3D7_0419000
OG0001264	TGME49_221940	PF3D7_0617100
OG0001265	TGME49_202850	PF3D7_1222500
OG0001266	TGME49_216940	PF3D7_1316700
OG0001267	TGME49_243590	PF3D7_0319200
OG0001268	TGME49_298030	PF3D7_0211300
OG0001269	TGME49_282180	PF3D7_0611300
OG0001270	TGME49_214930	PF3D7_1024300
OG0001271	TGME49_310350	PF3D7_1134500
OG0001272	TGME49_288610	PF3D7_0827500
OG0001273	TGME49_297170	PF3D7_1431000
OG0001274	TGME49_230000	PF3D7_0804500
OG0001275	TGME49_314480	PF3D7_0621300
OG0001276	TGME49_295400	PF3D7_1319100
OG0001277	TGME49_225810	PF3D7_0720600
OG0001278	TGME49_213900	PF3D7_0711500
OG0001279	TGME49_215280	PF3D7_1212800
OG0001280	TGME49_227920	PF3D7_1448900
OG0001281	TGME49_224910	PF3D7_1249500
OG0001282	TGME49_203510	PF3D7_1123300
OG0001283	TGME49_295460	PF3D7_0419200
OG0001284	TGME49_255320	PF3D7_1367600
OG0001285	TGME49_234970	PF3D7_1148000
OG0001286	TGME49_297770	PF3D7_0314600
OG0001287	TGME49_279370	PF3D7_0611000
OG0001288	TGME49_289222	PF3D7_1231300
OG0001289	TGME49_253830	PF3D7_0308800
OG0001290	TGME49_240610	PF3D7_0513000
OG0001291	TGME49_214590	PF3D7_1324200
OG0001292	TGME49_266280	PF3D7_0730200
OG0001293	TGME49_318160	PF3D7_1439800
OG0001294	TGME49_235970	PF3D7_1410600
OG0001295	TGME49_310130	PF3D7_0933500
OG0001296	TGME49_215210	PF3D7_1473400
OG0001297	TGME49_263730	PF3D7_0306400
OG0001298	TGME49_289330	PF3D7_0726500
OG0001299	TGME49_241010	PF3D7_1238700
OG0001300	TGME49_284590	PF3D7_0707600
OG0001301	TGME49_229000	PF3D7_1213400
OG0001302	TGME49_272210	PF3D7_1350700
OG0001303	TGME49_240980	PF3D7_0215400
OG0001304	TGME49_233720	PF3D7_1213700
OG0001305	TGME49_203830	PF3D7_1205500
OG0001306	TGME49_203460	PF3D7_0111900
OG0001307	TGME49_267120	PF3D7_0604900
OG0001308	TGME49_315300	PF3D7_0508400
OG0001309	TGME49_202680	PF3D7_0523100
OG0001310	TGME49_271190	PF3D7_1145700
OG0001311	TGME49_268260	PF3D7_1437600
OG0001312	TGME49_218760	PF3D7_0509000
OG0001313	TGME49_293060	PF3D7_1014300
OG0001314	TGME49_211020	PF3D7_0923900
OG0001315	TGME49_263300	PF3D7_1432100
OG0001316	TGME49_227080	PF3D7_0822200
OG0001317	TGME49_299040	PF3D7_0911000
OG0001318	TGME49_233260	PF3D7_1358900
OG0001319	TGME49_227115	PF3D7_1343500
OG0001320	TGME49_309800	PF3D7_1306900
OG0001321	TGME49_230610	PF3D7_0504900
OG0001322	TGME49_203440	PF3D7_1217600
OG0001323	TGME49_294350	PF3D7_0903400
OG0001324	TGME49_278050	PF3D7_1474800
OG0001325	TGME49_214270	PF3D7_0607000
OG0001326	TGME49_314410	PF3D7_1352700
OG0001327	TGME49_247920	PF3D7_0407100
OG0001328	TGME49_320140	PF3D7_1426900
OG0001329	TGME49_223590	PF3D7_0931800
OG0001330	TGME49_295910	PF3D7_1320100
OG0001331	TGME49_310290	PF3D7_0403100
OG0001332	TGME49_200370	PF3D7_1147500
OG0001333	TGME49_285240	PF3D7_1135900
OG0001334	TGME49_242800	PF3D7_0707900
OG0001335	TGME49_286490	PF3D7_1008500
OG0001336	TGME49_270780	PF3D7_0303300
OG0001337	TGME49_223510	PF3D7_1120400
OG0001338	TGME49_309140	PF3D7_1303400
OG0001339	TGME49_232180	PF3D7_1248600
OG0001340	TGME49_223660	PF3D7_0822000
OG0001341	TGME49_235420	PF3D7_1417600
OG0001342	TGME49_254410	PF3D7_1009600
OG0001343	TGME49_255960	PF3D7_0106000
OG0001344	TGME49_229290	PF3D7_1022600
OG0001345	TGME49_244380	PF3D7_0804000
OG0001346	TGME49_278490	PF3D7_0518000
OG0001347	TGME49_239680	PF3D7_0521400
OG0001348	TGME49_224720	PF3D7_1445600
OG0001349	TGME49_293720	PF3D7_0418900
OG0001350	TGME49_213740	PF3D7_0409300
OG0001351	TGME49_212920	PF3D7_0821900
OG0001352	TGME49_206400	PF3D7_0513600
OG0001353	TGME49_270800	PF3D7_0211500
OG0001354	TGME49_310960	PF3D7_1140100
OG0001355	TGME49_237260	PF3D7_0829100
OG0001356	TGME49_304890	PF3D7_0928400
OG0001357	TGME49_297810	PF3D7_0915700
OG0001358	TGME49_248660	PF3D7_1422000
OG0001359	TGME49_263050	PF3D7_0814000
OG0001360	TGME49_213600	PF3D7_0107100
OG0001361	TGME49_214170	PF3D7_1442500
OG0001362	TGME49_231480	PF3D7_1305300
OG0001363	TGME49_294700	PF3D7_0821600
OG0001364	TGME49_291800	PF3D7_0920500
OG0001365	TGME49_207780	PF3D7_1466500
OG0001366	TGME49_320000	PF3D7_0503500
OG0001367	TGME49_219190	PF3D7_0927000
OG0001368	TGME49_226580	PF3D7_1459400
OG0001369	TGME49_234507	PF3D7_1118900
OG0001370	TGME49_246475	PF3D7_0719800
OG0001371	TGME49_280540	PF3D7_1369400
OG0001372	TGME49_217560	PF3D7_0708100
OG0001373	TGME49_223630	PF3D7_0217700
OG0001374	TGME49_208490	PF3D7_1431300
OG0001375	TGME49_316200	PF3D7_1409600
OG0001376	TGME49_289200	PF3D7_1123600
OG0001377	TGME49_220910	PF3D7_1034500
OG0001378	TGME49_248550	PF3D7_0607400
OG0001379	TGME49_321580	PF3D7_1322900
OG0001380	TGME49_271780	PF3D7_1114900
OG0001381	TGME49_309420	PF3D7_0806300
OG0001382	TGME49_304990	PF3D7_1462300
OG0001383	TGME49_318440	PF3D7_0310500
OG0001384	TGME49_224340	PF3D7_0217400
OG0001385	TGME49_275430	PF3D7_0210200
OG0001386	TGME49_306210	PF3D7_0520700
OG0001387	TGME49_289080	PF3D7_0613500
OG0001388	TGME49_218940	PF3D7_0815400
OG0001389	TGME49_201110	PF3D7_1023300
OG0001390	TGME49_217910	PF3D7_0411900
OG0001391	TGME49_223540	PF3D7_0706000
OG0001392	TGME49_218920	PF3D7_1011400
OG0001393	TGME49_259590	PF3D7_1302400
OG0001394	TGME49_292300	PF3D7_0913300
OG0001395	TGME49_264460	PF3D7_1458800
OG0001396	TGME49_266750	PF3D7_0716900
OG0001397	TGME49_285730	PF3D7_1348500
OG0001398	TGME49_219510	PF3D7_1436500
OG0001399	TGME49_232750	PF3D7_1411700
OG0001400	TGME49_315250	PF3D7_0626700
OG0001401	TGME49_285200	PF3D7_1438500
OG0001402	TGME49_257070	PF3D7_0813000
OG0001403	TGME49_237000	PF3D7_1127600
OG0001404	TGME49_209950	PF3D7_1104400
OG0001405	TGME49_218860	PF3D7_1347600
OG0001406	TGME49_242330	PF3D7_0721600
OG0001407	TGME49_267420	PF3D7_0725200
OG0001408	TGME49_265510	PF3D7_0828900
OG0001409	TGME49_230070	PF3D7_0515800
OG0001410	TGME49_318500	PF3D7_1103500
OG0001411	TGME49_203160	PF3D7_1415100
OG0001412	TGME49_262670	PF3D7_1341200
OG0001413	TGME49_216740	PF3D7_1359100
OG0001414	TGME49_277560	PF3D7_1122500
OG0001415	TGME49_226080	PF3D7_0625600
OG0001416	TGME49_229920	PF3D7_0306500
OG0001417	TGME49_202590	PF3D7_0212900
OG0001418	TGME49_214280	PF3D7_1015000
OG0001419	TGME49_320490	PF3D7_1143800
OG0001420	TGME49_268210	PF3D7_1121900
OG0001421	TGME49_223140	PF3D7_1442300
OG0001422	TGME49_212760	PF3D7_1462200
OG0001423	TGME49_212250	PF3D7_1003700
OG0001424	TGME49_231150	PF3D7_1416300
OG0001425	TGME49_261475	PF3D7_0521200
OG0001426	TGME49_285810	PF3D7_0729700
OG0001427	TGME49_288270	PF3D7_1350300
OG0001428	TGME49_305140	PF3D7_0218600
OG0001429	TGME49_207940	PF3D7_1137100
OG0001430	TGME49_202740	PF3D7_1402100
OG0001431	TGME49_284630	PF3D7_0812800
OG0001432	TGME49_301216	PF3D7_0107200
OG0001433	TGME49_284660	PF3D7_1463800
OG0001434	TGME49_207900	PF3D7_1449300
OG0001435	TGME49_223040	PF3D7_1142800
OG0001436	TGME49_259630	PF3D7_0518900
OG0001437	TGME49_283878	PF3D7_1020000
OG0001438	TGME49_320220	PF3D7_1439400
OG0001439	TGME49_216510	PF3D7_0717900
OG0001440	TGME49_256010	PF3D7_0921700
OG0001441	TGME49_240680	PF3D7_0504500
OG0001442	TGME49_286080	PF3D7_1003800
OG0001443	TGME49_236920	PF3D7_0721800
OG0001444	TGME49_206310	PF3D7_0519300
OG0001445	TGME49_300190	PF3D7_0210100.1
OG0001446	TGME49_209900	PF3D7_0320600
OG0001447	TGME49_213650	PF3D7_1349800
OG0001448	TGME49_219760	PF3D7_1003300
OG0001449	TGME49_271810	PF3D7_1427900
OG0001450	TGME49_273705	PF3D7_0825800
OG0001451	TGME49_204550	PF3D7_1009300
OG0001452	TGME49_315590	PF3D7_0717100
OG0001453	TGME49_306960	PF3D7_1104000
OG0001454	TGME49_202630	PF3D7_1119600
OG0001455	TGME49_292000	PF3D7_0727500
OG0001456	TGME49_265380	PF3D7_0707700
OG0001457	TGME49_248320	PF3D7_0407500
OG0001458	TGME49_268840	PF3D7_1235500
OG0001459	TGME49_251690	PF3D7_0717700
OG0001460	TGME49_307980	PF3D7_0911700
OG0001461	TGME49_243240	PF3D7_0526300
OG0001462	TGME49_280560	PF3D7_0910400
OG0001463	TGME49_312390	PF3D7_0624100
OG0001464	TGME49_263000	PF3D7_1124100
OG0001465	TGME49_319960	PF3D7_1317500
OG0001466	TGME49_258920	PF3D7_1239300
OG0001467	TGME49_318620	PF3D7_1010200
OG0001468	TGME49_206710	PF3D7_1137200
OG0001469	TGME49_310270	PF3D7_1226400
OG0001470	TGME49_232240	PF3D7_1460800
OG0001471	TGME49_210360	PF3D7_0527900
OG0001472	TGME49_275420	PF3D7_0801900
OG0001473	TGME49_268690	PF3D7_1350500
OG0001474	TGME49_265040	PF3D7_0623300
OG0001475	TGME49_247680	PF3D7_1228700
OG0001476	TGME49_290460	PF3D7_1033000
OG0001477	TGME49_246220	PF3D7_0412000
OG0001478	TGME49_313300	PF3D7_1464000
OG0001479	TGME49_232390	PF3D7_1471000
OG0001480	TGME49_236620	PF3D7_1331000
OG0001481	TGME49_234505	PF3D7_0109800
OG0001482	TGME49_286690	PF3D7_1467500
OG0001483	TGME49_271888	PF3D7_0422000
OG0001484	TGME49_203300	PF3D7_1205900
OG0001485	TGME49_248370	PF3D7_0512000
OG0001486	TGME49_226340	PF3D7_1019600
OG0001487	TGME49_244310	PF3D7_0524400
OG0001488	TGME49_229500	PF3D7_0905500
OG0001489	TGME49_258750	PF3D7_1016200
OG0001490	TGME49_313390	PF3D7_1338200
OG0001491	TGME49_315580	PF3D7_1129300
OG0001492	TGME49_265830	PF3D7_0912400
OG0001493	TGME49_212950	PF3D7_1442000
OG0001494	TGME49_294812	PF3D7_1024200
OG0001495	TGME49_291120	PF3D7_1352800
OG0001496	TGME49_290250	PF3D7_1447600
OG0001497	TGME49_258780	PF3D7_0923100
OG0001498	TGME49_213770	PF3D7_0602100
OG0001499	TGME49_268340	PF3D7_0806400
OG0001500	TGME49_288340	PF3D7_0934700
OG0001501	TGME49_310710	PF3D7_1027200
OG0001502	TGME49_310180	PF3D7_0306600
OG0001503	TGME49_276930	PF3D7_0730400
OG0001504	TGME49_216070	PF3D7_0614900
OG0001505	TGME49_249920	PF3D7_1009000
OG0001506	TGME49_262490	PF3D7_0805000
OG0001507	TGME49_258110	PF3D7_0624700
OG0001508	TGME49_246020	PF3D7_1338400
OG0001509	TGME49_291020	PF3D7_1220300
OG0001510	TGME49_247350	PF3D7_1352500
OG0001511	TGME49_260500	PF3D7_1409400
OG0001512	TGME49_290660	PF3D7_0606500
OG0001513	TGME49_288400	PF3D7_0417300
OG0001514	TGME49_240270	PF3D7_0213300
OG0001515	TGME49_232500	PF3D7_1328000
OG0001516	TGME49_220500	PF3D7_0808300
OG0001517	TGME49_263860	PF3D7_1468200
OG0001518	TGME49_222180	PF3D7_1336600
OG0001519	TGME49_240280	PF3D7_0908000
OG0001520	TGME49_222220	PF3D7_1431100
OG0001521	TGME49_222710	PF3D7_1206100
OG0001522	TGME49_260440	PF3D7_0813300
OG0001523	TGME49_269740	PF3D7_1106700
OG0001524	TGME49_269730	PF3D7_1145200
OG0001525	TGME49_248980	PF3D7_0813200
OG0001526	TGME49_231120	PF3D7_1454600
OG0001527	TGME49_309390	PF3D7_0313200
OG0001528	TGME49_216890	PF3D7_1472300
OG0001529	TGME49_264880	PF3D7_0817000
OG0001530	TGME49_248960	PF3D7_1028000
OG0001531	TGME49_291180	PF3D7_1346400
OG0001532	TGME49_281520	PF3D7_0607200
OG0001533	TGME49_277860	PF3D7_1343200
OG0001534	TGME49_267040	PF3D7_0921300
OG0001535	TGME49_259720	PF3D7_1104300
OG0001536	TGME49_249250	PF3D7_1142600
OG0001537	TGME49_243480	PF3D7_0918200
OG0001538	TGME49_230010	PF3D7_0526500
OG0001539	TGME49_202470	PF3D7_1410900
OG0001540	TGME49_206620	PF3D7_0607700
OG0001541	TGME49_236580	PF3D7_1123900
OG0001542	TGME49_209690	PF3D7_0935000
OG0001543	TGME49_257390	PF3D7_1442200
OG0001544	TGME49_231360	PF3D7_1338600
OG0001545	TGME49_234610	PF3D7_1224400
OG0001546	TGME49_265790	PF3D7_1030200
OG0001547	TGME49_320560	PF3D7_1236600
OG0001548	TGME49_313160	PF3D7_0105100
OG0001549	TGME49_239800	PF3D7_0417700
OG0001550	TGME49_258030	PF3D7_1017000
OG0001551	TGME49_294550	PF3D7_0729900
OG0001552	TGME49_281920	PF3D7_1341900
OG0001553	TGME49_206320	PF3D7_1328300
OG0001554	TGME49_271300	PF3D7_1027400
OG0001555	TGME49_254580	PF3D7_1113300
OG0001556	TGME49_273510	PF3D7_0618000
OG0001557	TGME49_298980	PF3D7_0914000
OG0001558	TGME49_264050	PF3D7_1243700
OG0001559	TGME49_267510	PF3D7_1425700
OG0001560	TGME49_306510	PF3D7_0315600
OG0001561	TGME49_299050	PF3D7_1351400
OG0001562	TGME49_216010	PF3D7_0605000
OG0001563	TGME49_242290	PF3D7_0807500
OG0001564	TGME49_219160	PF3D7_0825700
OG0001565	TGME49_310870	PF3D7_1362300
OG0001566	TGME49_266800	PF3D7_1223700
OG0001567	TGME49_225940	PF3D7_1006000
OG0001568	TGME49_267730	PF3D7_0212000
OG0001569	TGME49_311800	PF3D7_1320300
OG0001570	TGME49_286620	PF3D7_0811900
OG0001571	TGME49_307000	PF3D7_0521000
OG0001572	TGME49_307020	PF3D7_0308700
