Orthogroup	Pfalciparum	Tgondii
OG0000991	PF3D7_0824300	TGME49_260360
OG0000992	PF3D7_1417700	TGME49_216410
OG0000993	PF3D7_0622300	TGME49_299080
OG0000994	PF3D7_0920100	TGME49_288685
OG0000995	PF3D7_0108100	TGME49_249690
OG0000996	PF3D7_1236200	TGME49_252510
OG0000997	PF3D7_1324400	TGME49_254250
OG0000998	PF3D7_1332200	TGME49_306350
OG0000999	PF3D7_1327800	TGME49_284580
OG0001000	PF3D7_0520200	TGME49_246030
OG0001001	PF3D7_1354400	TGME49_291310
OG0001002	PF3D7_0622600	TGME49_201880
OG0001003	PF3D7_0804600	TGME49_224200
OG0001004	PF3D7_0709100	TGME49_210778
OG0001005	PF3D7_1107200	TGME49_207960
OG0001006	PF3D7_1449100	TGME49_312590
OG0001007	PF3D7_1318600	TGME49_263840
OG0001008	PF3D7_1014700	TGME49_233100
OG0001009	PF3D7_0730000	TGME49_240255
OG0001010	PF3D7_1428300	TGME49_279390
OG0001011	PF3D7_0406100	TGME49_219800
OG0001012	PF3D7_1210400	TGME49_255635
OG0001013	PF3D7_0715500	TGME49_314820
OG0001014	PF3D7_0318600	TGME49_305640
OG0001015	PF3D7_1366100	TGME49_295450
OG0001016	PF3D7_1316000	TGME49_266910
OG0001017	PF3D7_0627700	TGME49_216590
OG0001018	PF3D7_1320200	TGME49_274130
OG0001019	PF3D7_1408400	TGME49_209770
OG0001020	PF3D7_0408400	TGME49_220200
OG0001021	PF3D7_0107600	TGME49_311510
OG0001022	PF3D7_0203800	TGME49_240525
OG0001023	PF3D7_1321800	TGME49_318570
OG0001024	PF3D7_1429300	TGME49_247310
OG0001025	PF3D7_0812600	TGME49_216130
OG0001026	PF3D7_1248300	TGME49_307605
OG0001027	PF3D7_0507000	TGME49_224990
OG0001028	PF3D7_0703500	TGME49_211690
OG0001029	PF3D7_1363700	TGME49_207180
OG0001030	PF3D7_0626400	TGME49_202410
OG0001031	PF3D7_0622800	TGME49_292080
OG0001032	PF3D7_0721200	TGME49_262680
OG0001033	PF3D7_0531000	TGME49_311150
OG0001034	PF3D7_1242700	TGME49_207840
OG0001035	PF3D7_1332100	TGME49_224570
OG0001036	PF3D7_1429400	TGME49_218580
OG0001037	PF3D7_0709900	TGME49_289880
OG0001038	PF3D7_1033300	TGME49_266470
OG0001039	PF3D7_1038200	TGME49_266360
OG0001040	PF3D7_0605900	TGME49_242380
OG0001041	PF3D7_1249100	TGME49_233830
OG0001042	PF3D7_0725300	TGME49_225360
OG0001043	PF3D7_0818700	TGME49_229460
OG0001044	PF3D7_1220000	TGME49_291150
OG0001045	PF3D7_1126800	TGME49_270640
OG0001046	PF3D7_0211600	TGME49_207070
OG0001047	PF3D7_1005100	TGME49_270960
OG0001048	PF3D7_0705000	TGME49_272720
OG0001049	PF3D7_1466700	TGME49_271280
OG0001050	PF3D7_1034800	TGME49_290650
OG0001051	PF3D7_0530800	TGME49_240480
OG0001052	PF3D7_0621800	TGME49_205558
OG0001053	PF3D7_1475000	TGME49_225970
OG0001054	PF3D7_0302800	TGME49_226320
OG0001055	PF3D7_1332800	TGME49_318700
OG0001056	PF3D7_0931600	TGME49_216800
OG0001057	PF3D7_0810600	TGME49_226250
OG0001058	PF3D7_1020700	TGME49_218610
OG0001059	PF3D7_1228000	TGME49_263680
OG0001060	PF3D7_1316900	TGME49_225000
OG0001061	PF3D7_0805300	TGME49_229280
OG0001062	PF3D7_1127300	TGME49_294180
OG0001063	PF3D7_1467900	TGME49_237280
OG0001064	PF3D7_0914200	TGME49_223910
OG0001065	PF3D7_1447000	TGME49_305520
OG0001066	PF3D7_0813900	TGME49_263040
OG0001067	PF3D7_0524600	TGME49_289230
OG0001068	PF3D7_1233300	TGME49_243530
OG0001069	PF3D7_0806600	TGME49_270210
OG0001070	PF3D7_1244100	TGME49_223710
OG0001071	PF3D7_1468100	TGME49_305340
OG0001072	PF3D7_1121100	TGME49_213392
OG0001073	PF3D7_0205500	TGME49_231380
OG0001074	PF3D7_1121200	TGME49_227890
OG0001075	PF3D7_1118500	TGME49_247470
OG0001076	PF3D7_1365100	TGME49_273060
OG0001077	PF3D7_0720800	TGME49_202300
OG0001078	PF3D7_0318900	TGME49_235660
OG0001079	PF3D7_0806900	TGME49_293680
OG0001080	PF3D7_0708500	TGME49_288350
OG0001081	PF3D7_0317800	TGME49_225580
OG0001082	PF3D7_0624400	TGME49_213010
OG0001083	PF3D7_1473900	TGME49_223570
OG0001084	PF3D7_0933800	TGME49_207600
OG0001085	PF3D7_1003500	TGME49_223050
OG0001086	PF3D7_0812700	TGME49_306380
OG0001087	PF3D7_1422100	TGME49_202350
OG0001088	PF3D7_0108300	TGME49_313370
OG0001089	PF3D7_0204100	TGME49_233810
OG0001090	PF3D7_1141200	TGME49_215610
OG0001091	PF3D7_1224800	TGME49_280660
OG0001092	PF3D7_1324000	TGME49_270760
OG0001093	PF3D7_0718400	TGME49_261380
OG0001094	PF3D7_1228400	TGME49_320160
OG0001095	PF3D7_1011700	TGME49_295340
OG0001096	PF3D7_1431600	TGME49_309752
OG0001097	PF3D7_0627200	TGME49_294390
OG0001098	PF3D7_1458300	TGME49_312700
OG0001099	PF3D7_1332900	TGME49_207640
OG0001100	PF3D7_1305600	TGME49_266140
OG0001101	PF3D7_1348200	TGME49_263310
OG0001102	PF3D7_1306100	TGME49_270630
OG0001103	PF3D7_0521700	TGME49_207430
OG0001104	PF3D7_1127800	TGME49_224660
OG0001105	PF3D7_0407700	TGME49_312650
OG0001106	PF3D7_0826000	TGME49_259600
OG0001107	PF3D7_1309600	TGME49_220940
OG0001108	PF3D7_1448800	TGME49_240250
OG0001109	PF3D7_1415800	TGME49_248200
OG0001110	PF3D7_0526900	TGME49_238100
OG0001111	PF3D7_1469700	TGME49_316220
OG0001112	PF3D7_0530900	TGME49_206430
OG0001113	PF3D7_0307500	TGME49_259520
OG0001114	PF3D7_0904500	TGME49_289210
OG0001115	PF3D7_0629400	TGME49_266740
OG0001116	PF3D7_1108900	TGME49_295730
OG0001117	PF3D7_1359600	TGME49_280370
OG0001118	PF3D7_1343600	TGME49_264780
OG0001119	PF3D7_0604200	TGME49_312680
OG0001120	PF3D7_1465200	TGME49_223580
OG0001121	PF3D7_1139100	TGME49_212190
OG0001122	PF3D7_0624500	TGME49_267520
OG0001123	PF3D7_1471500	TGME49_266090
OG0001124	PF3D7_1239100	TGME49_260660
OG0001125	PF3D7_0318100	TGME49_222210
OG0001126	PF3D7_0710300	TGME49_254365
OG0001127	PF3D7_1463300	TGME49_268600
OG0001128	PF3D7_1250600	TGME49_313060
OG0001129	PF3D7_1238000	TGME49_231110
OG0001130	PF3D7_0517800	TGME49_256030
OG0001131	PF3D7_0311300	TGME49_276170
OG0001132	PF3D7_1314400	TGME49_215350
OG0001133	PF3D7_0212200	TGME49_251950
OG0001134	PF3D7_1126600	TGME49_293240
OG0001135	PF3D7_0317900	TGME49_229620
OG0001136	PF3D7_0505400	TGME49_264720
OG0001137	PF3D7_0519200	TGME49_212310
OG0001138	PF3D7_0720200	TGME49_235360
OG0001139	PF3D7_0415000	TGME49_231190
OG0001140	PF3D7_1225700	TGME49_244040
OG0001141	PF3D7_1208700	TGME49_268400
OG0001142	PF3D7_0104500	TGME49_203450
OG0001143	PF3D7_0523900	TGME49_263240
OG0001144	PF3D7_0718500	TGME49_257490
OG0001145	PF3D7_0522800	TGME49_246620
OG0001146	PF3D7_1438600	TGME49_219080
OG0001147	PF3D7_1125900	TGME49_320130
OG0001148	PF3D7_0308100	TGME49_271880
OG0001149	PF3D7_1114200	TGME49_261200
OG0001150	PF3D7_0935100	TGME49_313530
OG0001151	PF3D7_0922600	TGME49_273490
OG0001152	PF3D7_1307800	TGME49_201790
OG0001153	PF3D7_0918100	TGME49_313580
OG0001154	PF3D7_0812500	TGME49_227850
OG0001155	PF3D7_1209000	TGME49_311750
OG0001156	PF3D7_0801800	TGME49_260140
OG0001157	PF3D7_1364800	TGME49_240590
OG0001158	PF3D7_1465000	TGME49_264040
OG0001159	PF3D7_1025900	TGME49_227000
OG0001160	PF3D7_1342700	TGME49_254140
OG0001161	PF3D7_1314000	TGME49_203730
OG0001162	PF3D7_1323200	TGME49_246560
OG0001163	PF3D7_0903300	TGME49_237510
OG0001164	PF3D7_0925600	TGME49_226640
OG0001165	PF3D7_0725000	TGME49_233090
OG0001166	PF3D7_1218400	TGME49_232690
OG0001167	PF3D7_0811400	TGME49_277760
OG0001168	PF3D7_0529900	TGME49_236640
OG0001169	PF3D7_1307200	TGME49_285268
OG0001170	PF3D7_0106100	TGME49_315620
OG0001171	PF3D7_1312800	TGME49_295850
OG0001172	PF3D7_0213700	TGME49_319730
OG0001173	PF3D7_1247500	TGME49_236240
OG0001174	PF3D7_0622500	TGME49_209240
OG0001175	PF3D7_1125100	TGME49_231410
OG0001176	PF3D7_1002500	TGME49_232815
OG0001177	PF3D7_1409100	TGME49_270100
OG0001178	PF3D7_1218500	TGME49_270690
OG0001179	PF3D7_1143300	TGME49_267390
OG0001180	PF3D7_1441600	TGME49_312660
OG0001181	PF3D7_0522600	TGME49_312622
OG0001182	PF3D7_1126200	TGME49_225080
OG0001183	PF3D7_0914300	TGME49_243280
OG0001184	PF3D7_0423100	TGME49_314418
OG0001185	PF3D7_1224100	TGME49_209890
OG0001186	PF3D7_1349400	TGME49_259570
OG0001187	PF3D7_1312300	TGME49_203620
OG0001188	PF3D7_1368000	TGME49_314415
OG0001189	PF3D7_0522400	TGME49_232080
OG0001190	PF3D7_1346200	TGME49_222040
OG0001191	PF3D7_0616600	TGME49_321610
OG0001192	PF3D7_1125800	TGME49_203810
OG0001193	PF3D7_1303100	TGME49_244240
OG0001194	PF3D7_1246600	TGME49_264130
OG0001195	PF3D7_1109400	TGME49_238240
OG0001196	PF3D7_0506300	TGME49_316570
OG0001197	PF3D7_0110100	TGME49_216960
OG0001198	PF3D7_0319500	TGME49_263595
OG0001199	PF3D7_1031800	TGME49_202040
OG0001200	PF3D7_0815300	TGME49_232540
OG0001201	PF3D7_1237400	TGME49_246960
OG0001202	PF3D7_1120000	TGME49_315270
OG0001203	PF3D7_1118300	TGME49_214490
OG0001204	PF3D7_0210400	TGME49_308930
OG0001205	PF3D7_1211500	TGME49_222990
OG0001206	PF3D7_1011600	TGME49_260230
OG0001207	PF3D7_0723200	TGME49_218510
OG0001208	PF3D7_1238300	TGME49_320430
OG0001209	PF3D7_0912500	TGME49_202870
OG0001210	PF3D7_1471900	TGME49_307780
OG0001211	PF3D7_1020500	TGME49_221600
OG0001212	PF3D7_0931400	TGME49_222110
OG0001213	PF3D7_0721400	TGME49_243730
OG0001214	PF3D7_1224600	TGME49_293390
OG0001215	PF3D7_1201900	TGME49_247020
OG0001216	PF3D7_0513200	TGME49_224280
OG0001217	PF3D7_1123800	TGME49_216250
OG0001218	PF3D7_1369700	TGME49_229210
OG0001219	PF3D7_0503200	TGME49_261680
OG0001220	PF3D7_0812000	TGME49_229740
OG0001221	PF3D7_1456900	TGME49_216275
OG0001222	PF3D7_1147700	TGME49_226000
OG0001223	PF3D7_0722700	TGME49_214250
OG0001224	PF3D7_1005900	TGME49_297320
OG0001225	PF3D7_1463400	TGME49_266680
OG0001226	PF3D7_1414700	TGME49_226940
OG0001227	PF3D7_1314300	TGME49_229900
OG0001228	PF3D7_1450900	TGME49_301120
OG0001229	PF3D7_1219900	TGME49_247670
OG0001230	PF3D7_1351900	TGME49_227270
OG0001231	PF3D7_1402200	TGME49_247770
OG0001232	PF3D7_1241900	TGME49_247000
OG0001233	PF3D7_0719600	TGME49_309820
OG0001234	PF3D7_0710500	TGME49_315310
OG0001235	PF3D7_1305000	TGME49_312500
OG0001236	PF3D7_1336400	TGME49_314900
OG0001237	PF3D7_1108500	TGME49_290600
OG0001238	PF3D7_0722800	TGME49_232740
OG0001239	PF3D7_1116900	TGME49_263850
OG0001240	PF3D7_1007200	TGME49_233300
OG0001241	PF3D7_1358500	TGME49_308040
OG0001242	PF3D7_1313700	TGME49_301430
OG0001243	PF3D7_0723900	TGME49_206670
OG0001244	PF3D7_1421000	TGME49_220090
OG0001245	PF3D7_0516200	TGME49_263700
OG0001246	PF3D7_0206600	TGME49_312250
OG0001247	PF3D7_0614400	TGME49_243620
OG0001248	PF3D7_0818500	TGME49_221910
OG0001249	PF3D7_1125000	TGME49_297270
OG0001250	PF3D7_1452700	TGME49_210980
OG0001251	PF3D7_0907200	TGME49_203910
OG0001252	PF3D7_0722300	TGME49_250780
OG0001253	PF3D7_0319600	TGME49_219140
OG0001254	PF3D7_1322300	TGME49_319580
OG0001255	PF3D7_1037600	TGME49_269660
OG0001256	PF3D7_1465300	TGME49_235905
OG0001257	PF3D7_0716000	TGME49_308920
OG0001258	PF3D7_0303100	TGME49_312905
OG0001259	PF3D7_0411400	TGME49_267960
OG0001260	PF3D7_0215100	TGME49_267440
OG0001261	PF3D7_1434100	TGME49_292320
OG0001262	PF3D7_1331400	TGME49_216875
OG0001263	PF3D7_0419000	TGME49_284670
OG0001264	PF3D7_0617100	TGME49_221940
OG0001265	PF3D7_1222500	TGME49_202850
OG0001266	PF3D7_1316700	TGME49_216940
OG0001267	PF3D7_0319200	TGME49_243590
OG0001268	PF3D7_0211300	TGME49_298030
OG0001269	PF3D7_0611300	TGME49_282180
OG0001270	PF3D7_1024300	TGME49_214930
OG0001271	PF3D7_1134500	TGME49_310350
OG0001272	PF3D7_0827500	TGME49_288610
OG0001273	PF3D7_1431000	TGME49_297170
OG0001274	PF3D7_0804500	TGME49_230000
OG0001275	PF3D7_0621300	TGME49_314480
OG0001276	PF3D7_1319100	TGME49_295400
OG0001277	PF3D7_0720600	TGME49_225810
OG0001278	PF3D7_0711500	TGME49_213900
OG0001279	PF3D7_1212800	TGME49_215280
OG0001280	PF3D7_1448900	TGME49_227920
OG0001281	PF3D7_1249500	TGME49_224910
OG0001282	PF3D7_1123300	TGME49_203510
OG0001283	PF3D7_0419200	TGME49_295460
OG0001284	PF3D7_1367600	TGME49_255320
OG0001285	PF3D7_1148000	TGME49_234970
OG0001286	PF3D7_0314600	TGME49_297770
OG0001287	PF3D7_0611000	TGME49_279370
OG0001288	PF3D7_1231300	TGME49_289222
OG0001289	PF3D7_0308800	TGME49_253830
OG0001290	PF3D7_0513000	TGME49_240610
OG0001291	PF3D7_1324200	TGME49_214590
OG0001292	PF3D7_0730200	TGME49_266280
OG0001293	PF3D7_1439800	TGME49_318160
OG0001294	PF3D7_1410600	TGME49_235970
OG0001295	PF3D7_0933500	TGME49_310130
OG0001296	PF3D7_1473400	TGME49_215210
OG0001297	PF3D7_0306400	TGME49_263730
OG0001298	PF3D7_0726500	TGME49_289330
OG0001299	PF3D7_1238700	TGME49_241010
OG0001300	PF3D7_0707600	TGME49_284590
OG0001301	PF3D7_1213400	TGME49_229000
OG0001302	PF3D7_1350700	TGME49_272210
OG0001303	PF3D7_0215400	TGME49_240980
OG0001304	PF3D7_1213700	TGME49_233720
OG0001305	PF3D7_1205500	TGME49_203830
OG0001306	PF3D7_0111900	TGME49_203460
OG0001307	PF3D7_0604900	TGME49_267120
OG0001308	PF3D7_0508400	TGME49_315300
OG0001309	PF3D7_0523100	TGME49_202680
OG0001310	PF3D7_1145700	TGME49_271190
OG0001311	PF3D7_1437600	TGME49_268260
OG0001312	PF3D7_0509000	TGME49_218760
OG0001313	PF3D7_1014300	TGME49_293060
OG0001314	PF3D7_0923900	TGME49_211020
OG0001315	PF3D7_1432100	TGME49_263300
OG0001316	PF3D7_0822200	TGME49_227080
OG0001317	PF3D7_0911000	TGME49_299040
OG0001318	PF3D7_1358900	TGME49_233260
OG0001319	PF3D7_1343500	TGME49_227115
OG0001320	PF3D7_1306900	TGME49_309800
OG0001321	PF3D7_0504900	TGME49_230610
OG0001322	PF3D7_1217600	TGME49_203440
OG0001323	PF3D7_0903400	TGME49_294350
OG0001324	PF3D7_1474800	TGME49_278050
OG0001325	PF3D7_0607000	TGME49_214270
OG0001326	PF3D7_1352700	TGME49_314410
OG0001327	PF3D7_0407100	TGME49_247920
OG0001328	PF3D7_1426900	TGME49_320140
OG0001329	PF3D7_0931800	TGME49_223590
OG0001330	PF3D7_1320100	TGME49_295910
OG0001331	PF3D7_0403100	TGME49_310290
OG0001332	PF3D7_1147500	TGME49_200370
OG0001333	PF3D7_1135900	TGME49_285240
OG0001334	PF3D7_0707900	TGME49_242800
OG0001335	PF3D7_1008500	TGME49_286490
OG0001336	PF3D7_0303300	TGME49_270780
OG0001337	PF3D7_1120400	TGME49_223510
OG0001338	PF3D7_1303400	TGME49_309140
OG0001339	PF3D7_1248600	TGME49_232180
OG0001340	PF3D7_0822000	TGME49_223660
OG0001341	PF3D7_1417600	TGME49_235420
OG0001342	PF3D7_1009600	TGME49_254410
OG0001343	PF3D7_0106000	TGME49_255960
OG0001344	PF3D7_1022600	TGME49_229290
OG0001345	PF3D7_0804000	TGME49_244380
OG0001346	PF3D7_0518000	TGME49_278490
OG0001347	PF3D7_0521400	TGME49_239680
OG0001348	PF3D7_1445600	TGME49_224720
OG0001349	PF3D7_0418900	TGME49_293720
OG0001350	PF3D7_0409300	TGME49_213740
OG0001351	PF3D7_0821900	TGME49_212920
OG0001352	PF3D7_0513600	TGME49_206400
OG0001353	PF3D7_0211500	TGME49_270800
OG0001354	PF3D7_1140100	TGME49_310960
OG0001355	PF3D7_0829100	TGME49_237260
OG0001356	PF3D7_0928400	TGME49_304890
OG0001357	PF3D7_0915700	TGME49_297810
OG0001358	PF3D7_1422000	TGME49_248660
OG0001359	PF3D7_0814000	TGME49_263050
OG0001360	PF3D7_0107100	TGME49_213600
OG0001361	PF3D7_1442500	TGME49_214170
OG0001362	PF3D7_1305300	TGME49_231480
OG0001363	PF3D7_0821600	TGME49_294700
OG0001364	PF3D7_0920500	TGME49_291800
OG0001365	PF3D7_1466500	TGME49_207780
OG0001366	PF3D7_0503500	TGME49_320000
OG0001367	PF3D7_0927000	TGME49_219190
OG0001368	PF3D7_1459400	TGME49_226580
OG0001369	PF3D7_1118900	TGME49_234507
OG0001370	PF3D7_0719800	TGME49_246475
OG0001371	PF3D7_1369400	TGME49_280540
OG0001372	PF3D7_0708100	TGME49_217560
OG0001373	PF3D7_0217700	TGME49_223630
OG0001374	PF3D7_1431300	TGME49_208490
OG0001375	PF3D7_1409600	TGME49_316200
OG0001376	PF3D7_1123600	TGME49_289200
OG0001377	PF3D7_1034500	TGME49_220910
OG0001378	PF3D7_0607400	TGME49_248550
OG0001379	PF3D7_1322900	TGME49_321580
OG0001380	PF3D7_1114900	TGME49_271780
OG0001381	PF3D7_0806300	TGME49_309420
OG0001382	PF3D7_1462300	TGME49_304990
OG0001383	PF3D7_0310500	TGME49_318440
OG0001384	PF3D7_0217400	TGME49_224340
OG0001385	PF3D7_0210200	TGME49_275430
OG0001386	PF3D7_0520700	TGME49_306210
OG0001387	PF3D7_0613500	TGME49_289080
OG0001388	PF3D7_0815400	TGME49_218940
OG0001389	PF3D7_1023300	TGME49_201110
OG0001390	PF3D7_0411900	TGME49_217910
OG0001391	PF3D7_0706000	TGME49_223540
OG0001392	PF3D7_1011400	TGME49_218920
OG0001393	PF3D7_1302400	TGME49_259590
OG0001394	PF3D7_0913300	TGME49_292300
OG0001395	PF3D7_1458800	TGME49_264460
OG0001396	PF3D7_0716900	TGME49_266750
OG0001397	PF3D7_1348500	TGME49_285730
OG0001398	PF3D7_1436500	TGME49_219510
OG0001399	PF3D7_1411700	TGME49_232750
OG0001400	PF3D7_0626700	TGME49_315250
OG0001401	PF3D7_1438500	TGME49_285200
OG0001402	PF3D7_0813000	TGME49_257070
OG0001403	PF3D7_1127600	TGME49_237000
OG0001404	PF3D7_1104400	TGME49_209950
OG0001405	PF3D7_1347600	TGME49_218860
OG0001406	PF3D7_0721600	TGME49_242330
OG0001407	PF3D7_0725200	TGME49_267420
OG0001408	PF3D7_0828900	TGME49_265510
OG0001409	PF3D7_0515800	TGME49_230070
OG0001410	PF3D7_1103500	TGME49_318500
OG0001411	PF3D7_1415100	TGME49_203160
OG0001412	PF3D7_1341200	TGME49_262670
OG0001413	PF3D7_1359100	TGME49_216740
OG0001414	PF3D7_1122500	TGME49_277560
OG0001415	PF3D7_0625600	TGME49_226080
OG0001416	PF3D7_0306500	TGME49_229920
OG0001417	PF3D7_0212900	TGME49_202590
OG0001418	PF3D7_1015000	TGME49_214280
OG0001419	PF3D7_1143800	TGME49_320490
OG0001420	PF3D7_1121900	TGME49_268210
OG0001421	PF3D7_1442300	TGME49_223140
OG0001422	PF3D7_1462200	TGME49_212760
OG0001423	PF3D7_1003700	TGME49_212250
OG0001424	PF3D7_1416300	TGME49_231150
OG0001425	PF3D7_0521200	TGME49_261475
OG0001426	PF3D7_0729700	TGME49_285810
OG0001427	PF3D7_1350300	TGME49_288270
OG0001428	PF3D7_0218600	TGME49_305140
OG0001429	PF3D7_1137100	TGME49_207940
OG0001430	PF3D7_1402100	TGME49_202740
OG0001431	PF3D7_0812800	TGME49_284630
OG0001432	PF3D7_0107200	TGME49_301216
OG0001433	PF3D7_1463800	TGME49_284660
OG0001434	PF3D7_1449300	TGME49_207900
OG0001435	PF3D7_1142800	TGME49_223040
OG0001436	PF3D7_0518900	TGME49_259630
OG0001437	PF3D7_1020000	TGME49_283878
OG0001438	PF3D7_1439400	TGME49_320220
OG0001439	PF3D7_0717900	TGME49_216510
OG0001440	PF3D7_0921700	TGME49_256010
OG0001441	PF3D7_0504500	TGME49_240680
OG0001442	PF3D7_1003800	TGME49_286080
OG0001443	PF3D7_0721800	TGME49_236920
OG0001444	PF3D7_0519300	TGME49_206310
OG0001445	PF3D7_0210100.1	TGME49_300190
OG0001446	PF3D7_0320600	TGME49_209900
OG0001447	PF3D7_1349800	TGME49_213650
OG0001448	PF3D7_1003300	TGME49_219760
OG0001449	PF3D7_1427900	TGME49_271810
OG0001450	PF3D7_0825800	TGME49_273705
OG0001451	PF3D7_1009300	TGME49_204550
OG0001452	PF3D7_0717100	TGME49_315590
OG0001453	PF3D7_1104000	TGME49_306960
OG0001454	PF3D7_1119600	TGME49_202630
OG0001455	PF3D7_0727500	TGME49_292000
OG0001456	PF3D7_0707700	TGME49_265380
OG0001457	PF3D7_0407500	TGME49_248320
OG0001458	PF3D7_1235500	TGME49_268840
OG0001459	PF3D7_0717700	TGME49_251690
OG0001460	PF3D7_0911700	TGME49_307980
OG0001461	PF3D7_0526300	TGME49_243240
OG0001462	PF3D7_0910400	TGME49_280560
OG0001463	PF3D7_0624100	TGME49_312390
OG0001464	PF3D7_1124100	TGME49_263000
OG0001465	PF3D7_1317500	TGME49_319960
OG0001466	PF3D7_1239300	TGME49_258920
OG0001467	PF3D7_1010200	TGME49_318620
OG0001468	PF3D7_1137200	TGME49_206710
OG0001469	PF3D7_1226400	TGME49_310270
OG0001470	PF3D7_1460800	TGME49_232240
OG0001471	PF3D7_0527900	TGME49_210360
OG0001472	PF3D7_0801900	TGME49_275420
OG0001473	PF3D7_1350500	TGME49_268690
OG0001474	PF3D7_0623300	TGME49_265040
OG0001475	PF3D7_1228700	TGME49_247680
OG0001476	PF3D7_1033000	TGME49_290460
OG0001477	PF3D7_0412000	TGME49_246220
OG0001478	PF3D7_1464000	TGME49_313300
OG0001479	PF3D7_1471000	TGME49_232390
OG0001480	PF3D7_1331000	TGME49_236620
OG0001481	PF3D7_0109800	TGME49_234505
OG0001482	PF3D7_1467500	TGME49_286690
OG0001483	PF3D7_0422000	TGME49_271888
OG0001484	PF3D7_1205900	TGME49_203300
OG0001485	PF3D7_0512000	TGME49_248370
OG0001486	PF3D7_1019600	TGME49_226340
OG0001487	PF3D7_0524400	TGME49_244310
OG0001488	PF3D7_0905500	TGME49_229500
OG0001489	PF3D7_1016200	TGME49_258750
OG0001490	PF3D7_1338200	TGME49_313390
OG0001491	PF3D7_1129300	TGME49_315580
OG0001492	PF3D7_0912400	TGME49_265830
OG0001493	PF3D7_1442000	TGME49_212950
OG0001494	PF3D7_1024200	TGME49_294812
OG0001495	PF3D7_1352800	TGME49_291120
OG0001496	PF3D7_1447600	TGME49_290250
OG0001497	PF3D7_0923100	TGME49_258780
OG0001498	PF3D7_0602100	TGME49_213770
OG0001499	PF3D7_0806400	TGME49_268340
OG0001500	PF3D7_0934700	TGME49_288340
OG0001501	PF3D7_1027200	TGME49_310710
OG0001502	PF3D7_0306600	TGME49_310180
OG0001503	PF3D7_0730400	TGME49_276930
OG0001504	PF3D7_0614900	TGME49_216070
OG0001505	PF3D7_1009000	TGME49_249920
OG0001506	PF3D7_0805000	TGME49_262490
OG0001507	PF3D7_0624700	TGME49_258110
OG0001508	PF3D7_1338400	TGME49_246020
OG0001509	PF3D7_1220300	TGME49_291020
OG0001510	PF3D7_1352500	TGME49_247350
OG0001511	PF3D7_1409400	TGME49_260500
OG0001512	PF3D7_0606500	TGME49_290660
OG0001513	PF3D7_0417300	TGME49_288400
OG0001514	PF3D7_0213300	TGME49_240270
OG0001515	PF3D7_1328000	TGME49_232500
OG0001516	PF3D7_0808300	TGME49_220500
OG0001517	PF3D7_1468200	TGME49_263860
OG0001518	PF3D7_1336600	TGME49_222180
OG0001519	PF3D7_0908000	TGME49_240280
OG0001520	PF3D7_1431100	TGME49_222220
OG0001521	PF3D7_1206100	TGME49_222710
OG0001522	PF3D7_0813300	TGME49_260440
OG0001523	PF3D7_1106700	TGME49_269740
OG0001524	PF3D7_1145200	TGME49_269730
OG0001525	PF3D7_0813200	TGME49_248980
OG0001526	PF3D7_1454600	TGME49_231120
OG0001527	PF3D7_0313200	TGME49_309390
OG0001528	PF3D7_1472300	TGME49_216890
OG0001529	PF3D7_0817000	TGME49_264880
OG0001530	PF3D7_1028000	TGME49_248960
OG0001531	PF3D7_1346400	TGME49_291180
OG0001532	PF3D7_0607200	TGME49_281520
OG0001533	PF3D7_1343200	TGME49_277860
OG0001534	PF3D7_0921300	TGME49_267040
OG0001535	PF3D7_1104300	TGME49_259720
OG0001536	PF3D7_1142600	TGME49_249250
OG0001537	PF3D7_0918200	TGME49_243480
OG0001538	PF3D7_0526500	TGME49_230010
OG0001539	PF3D7_1410900	TGME49_202470
OG0001540	PF3D7_0607700	TGME49_206620
OG0001541	PF3D7_1123900	TGME49_236580
OG0001542	PF3D7_0935000	TGME49_209690
OG0001543	PF3D7_1442200	TGME49_257390
OG0001544	PF3D7_1338600	TGME49_231360
OG0001545	PF3D7_1224400	TGME49_234610
OG0001546	PF3D7_1030200	TGME49_265790
OG0001547	PF3D7_1236600	TGME49_320560
OG0001548	PF3D7_0105100	TGME49_313160
OG0001549	PF3D7_0417700	TGME49_239800
OG0001550	PF3D7_1017000	TGME49_258030
OG0001551	PF3D7_0729900	TGME49_294550
OG0001552	PF3D7_1341900	TGME49_281920
OG0001553	PF3D7_1328300	TGME49_206320
OG0001554	PF3D7_1027400	TGME49_271300
OG0001555	PF3D7_1113300	TGME49_254580
OG0001556	PF3D7_0618000	TGME49_273510
OG0001557	PF3D7_0914000	TGME49_298980
OG0001558	PF3D7_1243700	TGME49_264050
OG0001559	PF3D7_1425700	TGME49_267510
OG0001560	PF3D7_0315600	TGME49_306510
OG0001561	PF3D7_1351400	TGME49_299050
OG0001562	PF3D7_0605000	TGME49_216010
OG0001563	PF3D7_0807500	TGME49_242290
OG0001564	PF3D7_0825700	TGME49_219160
OG0001565	PF3D7_1362300	TGME49_310870
OG0001566	PF3D7_1223700	TGME49_266800
OG0001567	PF3D7_1006000	TGME49_225940
OG0001568	PF3D7_0212000	TGME49_267730
OG0001569	PF3D7_1320300	TGME49_311800
OG0001570	PF3D7_0811900	TGME49_286620
OG0001571	PF3D7_0521000	TGME49_307000
OG0001572	PF3D7_0308700	TGME49_307020
