Orthogroup	Bpertussis	Ecoli
OG0003742		b1050
OG0003743		b2381
OG0003744		b1051
OG0003745		b2382
OG0003746		b2383
OG0003747		b1053
OG0003748		b2384
OG0003749		b2380
OG0003750		b1047
OG0003751		b1048
OG0003752		b1049
OG0003753		b1043
OG0003754		b2374
OG0003755		b1044
OG0003756		b2375
OG0003757		b1045
OG0003758		b2376
OG0003759		b2377
OG0003760		b1040
OG0003761		b1041
OG0003762		b2372
OG0003763		b1042
OG0003764		b2373
OG0003765		b1036
OG0003766		b1037
OG0003767		b1038
OG0003768		b2369
OG0003769		b1039
OG0003770		b2363
OG0003771		b2364
OG0003772		b1034
OG0003773		b2365
OG0003774		b3697
OG0003775		b1035
OG0003776		b2366
OG0003777		b3696
OG0003778		b2360
OG0003779		b3690
OG0003780		b2361
OG0003781		b3693
OG0003782		b2362
OG0003783		b1029
OG0003784		b1025
OG0003785		b2356
OG0003786		b3688
OG0003787		b1026
OG0003788		b2357
OG0003789		b3687
OG0003790		b1027
OG0003791		b2358
OG0003792		b2359
OG0003793		b3689
OG0003794		b1021
OG0003795		b2352
OG0003796		b3684
OG0003797		b3683
OG0003798		b2354
OG0003799		b3686
OG0003800		b1024
OG0003801		b3685
OG0003802		b4131
OG0003803		b4130
OG0003804		b4133
OG0003805		b4132
OG0003806		b4128
OG0003807		b4127
OG0003808		b4124
OG0003809		b4123
OG0003810		b4126
OG0003811		b4125
OG0003812		b4120
OG0003813		b1096
OG0003814		b4122
OG0003815		b4116
OG0003816		b4119
OG0003817		b4118
OG0003818		b4113
OG0003819		b4112
OG0003820		b4115
OG0003821		b4114
OG0003822		b1085
OG0003823		b4111
OG0003824		b4110
OG0003825		b4109
OG0003826		b4106
OG0003827		b4108
OG0003828		b4107
OG0003829		b4102
OG0003830		b4101
OG0003831		b4100
OG0003832		b1070
OG0003833		b1065
OG0003834		b1066
OG0003835		b1067
OG0003836		b2398
OG0003837		b1068
OG0003838		b2399
OG0003839		b2426
OG0003840		b2428
OG0003841		b2429
OG0003842		b2423
OG0003843		b3753
OG0003844		b2424
OG0003845		b2425
OG0003846		b3755
OG0003847		b3750
OG0003848		b2420
OG0003849		b3752
OG0003850		b3751
OG0003851		b2419
OG0003852		b2415
OG0003853		b3746
OG0003854		b2417
OG0003855		b3749
OG0003856		b3748
OG0003857		b3743
OG0003858		b2412
OG0003859		b2413
OG0003860		b3745
OG0003861		b2414
OG0003862		b3744
OG0003863		b2408
OG0003864		b2409
OG0003865		b3739
OG0003866		b2405
OG0003867		b2406
OG0003868		b2407
OG0003869		b0699
OG0003870		b3721
OG0003871		b0693
OG0003872		b3720
OG0003873		b0692
OG0003874		b3723
OG0003875		b3722
OG0003876		b1140
OG0003877		b1141
OG0003878		b1139
OG0003879		b1135
OG0003880		b2466
OG0003881		b1137
OG0003882		b1138
OG0003883		b2462
OG0003884		b3794
OG0003885		b1132
OG0003886		b3793
OG0003887		b2464
OG0003888		b1134
OG0003889		b3795
OG0003890		b3790
OG0003891		b2460
OG0003892		b3792
OG0003893		b1130
OG0003894		b2461
OG0003895		b3791
OG0003896		b2459
OG0003897		b1129
OG0003898		b1124
OG0003899		b2455
OG0003900		b1125
OG0003901		b2456
OG0003902		b1126
OG0003903		b2457
OG0003904		b1127
OG0003905		b2458
OG0003906		b2451
OG0003907		b1121
OG0003908		b2452
OG0003909		b3782
OG0003910		b1122
OG0003911		b3785
OG0003912		b1123
OG0003913		b2454
OG0003914		b3784
OG0003915		b2450
OG0003916		b3780
OG0003917		b2448
OG0003918		b2449
OG0003919		b3779
OG0003920		b1119
OG0003921		b1113
OG0003922		b2444
OG0003923		b2445
OG0003924		b1115
OG0003925		b2446
OG0003926		b1116
OG0003927		b2447
OG0003928		b2440
OG0003929		b1110
OG0003930		b2441
OG0003931		b1112
OG0003932		b2443
OG0003933		b1106
OG0003934		b2437
OG0003935		b3769
OG0003936		b2438
OG0003937		b1108
OG0003938		b2439
OG0003939		b2433
OG0003940		b3765
OG0003941		b3764
OG0003942		b1104
OG0003943		b2435
OG0003944		b1105
OG0003945		b3766
OG0003946		b2430
OG0003947		b2431
OG0003948		b1101
OG0003949		b2432
OG0003950		b0647
OG0003951		b0646
OG0003952		b0645
OG0003953		b0644
OG0003954		b0649
OG0003955		b0648
OG0003956		b1978
OG0003957		b1973
OG0003958		b1974
OG0003959		b0643
OG0003960		b0641
OG0003961		b1970
OG0003962		b1968
OG0003963		b1969
OG0003964		b0638
OG0003965		b1967
OG0003966		b1960
OG0003967		b1961
OG0003968		b1963
OG0003969		b1957
OG0003970		b1958
OG0003971		b0629
OG0003972		b1953
OG0003973		b0627
OG0003974		b1955
OG0003975		b1956
OG0003976		b1951
OG0003977		b1952
OG0003978		b0621
OG0003979		b0620
OG0003980		b0619
OG0003981		b0614
OG0003982		b0613
OG0003983		b0611
OG0003984		b0618
OG0003985		b0617
OG0003986		b1943
OG0003987		b0615
OG0003988		b0610
OG0003989		b3718
OG0003990		b3717
OG0003991		b0689
OG0003992		b0688
OG0003993		b3719
OG0003994		b3716
OG0003995		b3715
OG0003996		b3710
OG0003997		b0682
OG0003998		b0681
OG0003999		b3712
OG0004000		b3711
OG0004001		b0687
OG0004002		b0685
OG0004003		b0684
OG0004004		b3707
OG0004005		b0679
OG0004006		b0678
OG0004007		b3709
OG0004008		b0677
OG0004009		b3708
OG0004010		b3700
OG0004011		b0676
OG0004012		b0675
OG0004013		b1997
OG0004014		b1993
OG0004015		b1994
OG0004016		b1996
OG0004017		b1990
OG0004018		b1991
OG0004019		b1992
OG0004020		b0657
OG0004021		b0656
OG0004022		b1988
OG0004023		b0650
OG0004024		b1983
OG0004025		b1985
OG0004026		b0651
OG0004027		b0929
OG0004028		b0928
OG0004029		b0927
OG0004030		b0922
OG0004031		b0921
OG0004032		b0926
OG0004033		b0925
OG0004034		b0924
OG0004035		b0923
OG0004036		b3199
OG0004037		b3191
OG0004038		b3192
OG0004039		b0919
OG0004040		b0916
OG0004041		b0913
OG0004042		b3188
OG0004043		b3184
OG0004044		b0906
OG0004045		b0905
OG0004046		b0900
OG0004047		b0904
OG0004048		b0903
OG0004049		b0902
OG0004050		b0901
OG0004051		b4498
OG0004052		b0966
OG0004053		b0965
OG0004054		b0964
OG0004055		b0969
OG0004056		b0968
OG0004057		b0967
OG0004058		b0962
OG0004059		b0961
OG0004060		b0960
OG0004061		b0955
OG0004062		b0954
OG0004063		b0953
OG0004064		b0952
OG0004065		b0959
OG0004066		b0958
OG0004067		b0957
OG0004068		b0956
OG0004069		b0944
OG0004070		b0943
OG0004071		b0942
OG0004072		b0941
OG0004073		b0946
OG0004074		b0939
OG0004075		b0938
OG0004076		b0933
OG0004077		b0930
OG0004078		b0937
OG0004079		b0935
OG0004080		b0934
OG0004081		b3120
OG0004082		b3121
OG0004083		b3119
OG0004084		b3116
OG0004085		b0086
OG0004086		b3114
OG0004087		b0080
OG0004088		b3110
OG0004089		b3104
OG0004090		b3105
OG0004091		b3106
OG0004092		b0075
OG0004093		b3107
OG0004094		b3100
OG0004095		b3101
OG0004096		b3102
OG0004097		b3103
OG0004098		b0070
OG0004099		b4428
OG0004100		b0067
OG0004101		b0066
OG0004102		b0064
OG0004103		b4421
OG0004104		b0069
OG0004105		b4423
OG0004106		b0068
OG0004107		b0063
OG0004108		b0062
OG0004109		b0061
OG0004110		b0060
OG0004111		b4419
OG0004112		b0056
OG0004113		b0055
OG0004114		b4415
OG0004115		b1384
OG0004116		b4410
OG0004117		b0059
OG0004118		b1385
OG0004119		b4412
OG0004120		b0058
OG0004121		b1386
OG0004122		b0057
OG0004123		b4411
OG0004124		b3162
OG0004125		b3163
OG0004126		b4492
OG0004127		b3160
OG0004128		b3161
OG0004129		b3159
OG0004130		b3155
OG0004131		b4487
OG0004132		b3157
OG0004133		b3158
OG0004134		b3151
OG0004135		b4483
OG0004136		b4482
OG0004137		b4485
OG0004138		b3154
OG0004139		b4484
OG0004140		b4481
OG0004141		b4480
OG0004142		b3148
OG0004143		b4479
OG0004144		b4476
OG0004145		b3145
OG0004146		b4475
OG0004147		b3147
OG0004148		b4477
OG0004149		b3140
OG0004150		b4472
OG0004151		b3141
OG0004152		b3142
OG0004153		b4474
OG0004154		b3143
OG0004155		b4470
OG0004156		b4469
OG0004157		b3139
OG0004158		b4465
OG0004159		b4464
OG0004160		b4466
OG0004161		b3136
OG0004162		b4461
OG0004163		b4460
OG0004164		b3130
OG0004165		b4463
OG0004166		b3131
OG0004167		b3132
OG0004168		b0099
OG0004169		b3128
OG0004170		b0097
OG0004171		b3129
OG0004172		b4453
OG0004173		b4455
OG0004174		b1460
OG0004175		b2791
OG0004176		b0129
OG0004177		b0122
OG0004178		b0121
OG0004179		b1455
OG0004180		b2786
OG0004181		b0120
OG0004182		b2787
OG0004183		b1457
OG0004184		b2788
OG0004185		b2781
OG0004186		b0125
OG0004187		b1451
OG0004188		b2782
OG0004189		b0124
OG0004190		b1452
OG0004191		b2783
OG0004192		b1453
OG0004193		b0119
OG0004194		b0117
OG0004195		b1447
OG0004196		b1449
OG0004197		b0111
OG0004198		b1443
OG0004199		b2774
OG0004200		b1444
OG0004201		b2775
OG0004202		b1445
OG0004203		b2776
OG0004204		b1446
OG0004205		b2770
OG0004206		b1440
OG0004207		b2771
OG0004208		b1441
OG0004209		b0112
OG0004210		b1442
OG0004211		b0108
OG0004212		b0107
OG0004213		b0106
OG0004214		b1436
OG0004215		b2767
OG0004216		b2768
OG0004217		b1438
OG0004218		b2769
OG0004219		b1439
OG0004220		b1432
OG0004221		b2763
OG0004222		b2764
OG0004223		b1434
OG0004224		b2765
OG0004225		b1435
OG0004226		b0104
OG0004227		b2760
OG0004228		b1430
OG0004229		b2761
OG0004230		b0101
OG0004231		b1431
OG0004232		b2762
OG0004233		b1429
OG0004234		b2756
OG0004235		b1426
OG0004236		b2757
OG0004237		b1427
OG0004238		b2758
OG0004239		b1428
OG0004240		b2759
OG0004241		b1421
OG0004242		b2753
OG0004243		b1423
OG0004244		b2754
OG0004245		b1424
OG0004246		b2755
OG0004247		b2750
OG0004248		b1420
OG0004249		b2751
OG0004250		b4528
OG0004251		b4527
OG0004252		b4529
OG0004253		b1498
OG0004254		b4523
OG0004255		b1499
OG0004256		b0164
OG0004257		b4526
OG0004258		b0163
OG0004259		b4525
OG0004260		b4520
OG0004261		b4522
OG0004262		b1496
OG0004263		b1497
OG0004264		b1491
OG0004265		b1492
OG0004266		b1493
OG0004267		b0162
OG0004268		b0161
OG0004269		b4517
OG0004270		b4516
OG0004271		b4518
OG0004272		b4513
OG0004273		b4512
OG0004274		b1488
OG0004275		b0153
OG0004276		b0152
OG0004277		b4514
OG0004278		b0159
OG0004279		b1483
OG0004280		b1484
OG0004281		b0157
OG0004282		b4511
OG0004283		b4510
OG0004284		b1486
OG0004285		b1480
OG0004286		b1481
OG0004287		b1482
OG0004288		b0151
OG0004289		b4509
OG0004290		b0149
OG0004291		b4506
OG0004292		b0144
OG0004293		b1477
OG0004294		b4501
OG0004295		b4504
OG0004296		b1478
OG0004297		b0141
OG0004298		b1479
OG0004299		b0148
OG0004300		b1472
OG0004301		b0147
OG0004302		b1473
OG0004303		b0146
OG0004304		b1474
OG0004305		b1475
OG0004306		b1471
OG0004307		b0138
OG0004308		b1469
OG0004309		b1465
OG0004310		b2796
OG0004311		b0132
OG0004312		b1466
OG0004313		b1467
OG0004314		b2798
OG0004315		b1468
OG0004316		b2799
OG0004317		b0137
OG0004318		b1461
OG0004319		b2792
OG0004320		b0136
OG0004321		b1462
OG0004322		b2793
OG0004323		b0135
OG0004324		b1463
OG0004325		b2795
OG0004326		b2709
OG0004327		b2705
OG0004328		b2706
OG0004329		b2707
OG0004330		b2708
OG0004331		b2702
OG0004332		b2703
OG0004333		b2704
OG0004334		b0999
OG0004335		b0998
OG0004336		b0996
OG0004337		b0991
OG0004338		b0990
OG0004339		b0995
OG0004340		b0994
OG0004341		b0993
OG0004342		b0988
OG0004343		b0987
OG0004344		b0986
OG0004345		b0985
OG0004346		b0989
OG0004347		b0980
OG0004348		b0984
OG0004349		b0981
OG0004350		b0977
OG0004351		b0976
OG0004352		b0975
OG0004353		b0974
OG0004354		b0979
OG0004355		b0978
OG0004356		b0973
OG0004357		b0972
OG0004358		b1418
OG0004359		b2749
OG0004360		b1419
OG0004361		b1414
OG0004362		b2745
OG0004363		b1415
OG0004364		b1410
OG0004365		b2741
OG0004366		b1411
OG0004367		b2742
OG0004368		b1412
OG0004369		b2740
OG0004370		b1407
OG0004371		b2738
OG0004372		b1408
OG0004373		b2739
OG0004374		b1409
OG0004375		b1403
OG0004376		b1404
OG0004377		b2735
OG0004378		b2736
OG0004379		b1406
OG0004380		b2730
OG0004381		b2731
OG0004382		b2732
OG0004383		b1402
OG0004384		b2727
OG0004385		b2728
OG0004386		b2729
OG0004387		b2723
OG0004388		b2724
OG0004389		b2725
OG0004390		b2726
OG0004391		b2720
OG0004392		b2721
OG0004393		b2722
OG0004394		b2716
OG0004395		b2717
OG0004396		b2718
OG0004397		b2719
OG0004398		b2712
OG0004399		b2713
OG0004400		b2714
OG0004401		b2715
OG0004402		b2711
OG0004403		b3085
OG0004404		b3086
OG0004405		b3087
OG0004406		b3088
OG0004407		b3081
OG0004408		b3082
OG0004409		b3083
OG0004410		b3084
OG0004411		b0808
OG0004412		b0807
OG0004413		b0806
OG0004414		b3080
OG0004415		b0800
OG0004416		b0803
OG0004417		b0802
OG0004418		b3078
OG0004419		b3079
OG0004420		b3074
OG0004421		b3075
OG0004422		b3076
OG0004423		b3077
OG0004424		b3070
OG0004425		b3072
OG0004426		b3073
OG0004427		b4399
OG0004428		b3068
OG0004429		b4398
OG0004430		b4394
OG0004431		b4397
OG0004432		b4391
OG0004433		b4390
OG0004434		b3061
OG0004435		b4393
OG0004436		b3062
OG0004437		b4387
OG0004438		b3058
OG0004439		b4384
OG0004440		b4383
OG0004441		b3054
OG0004442		b3055
OG0004443		b4385
OG0004444		b4380
OG0004445		b3050
OG0004446		b4382
OG0004447		b3051
OG0004448		b4381
OG0004449		b3049
OG0004450		b3045
OG0004451		b4377
OG0004452		b3046
OG0004453		b3047
OG0004454		b4379
OG0004455		b3048
OG0004456		b0845
OG0004457		b0844
OG0004458		b0843
OG0004459		b0842
OG0004460		b0849
OG0004461		b0848
OG0004462		b0847
OG0004463		b0846
OG0004464		b0841
OG0004465		b0840
OG0004466		b0834
OG0004467		b0837
OG0004468		b0836
OG0004469		b0823
OG0004470		b0822
OG0004471		b0821
OG0004472		b0825
OG0004473		b0824
OG0004474		b3096
OG0004475		b3097
OG0004476		b3099
OG0004477		b3092
OG0004478		b3095
OG0004479		b0819
OG0004480		b0818
OG0004481		b3090
OG0004482		b0817
OG0004483		b3091
OG0004484		b0815
OG0004485		b0814
OG0004486		b0813
OG0004487		b3089
OG0004488		b4331
OG0004489		b4330
OG0004490		b4329
OG0004491		b4326
OG0004492		b4325
OG0004493		b4328
OG0004494		b1296
OG0004495		b4322
OG0004496		b1297
OG0004497		b4321
OG0004498		b1298
OG0004499		b4323
OG0004500		b1292
OG0004501		b1293
OG0004502		b1294
OG0004503		b4320
OG0004504		b1295
OG0004505		b1290
OG0004506		b1291
OG0004507		b4319
OG0004508		b4318
OG0004509		b1289
OG0004510		b4315
OG0004511		b4314
OG0004512		b4316
OG0004513		b4311
OG0004514		b1286
OG0004515		b4310
OG0004516		b1287
OG0004517		b4313
OG0004518		b4312
OG0004519		b1281
OG0004520		b1282
OG0004521		b1283
OG0004522		b1284
OG0004523		b4307
OG0004524		b4309
OG0004525		b1278
OG0004526		b4304
OG0004527		b1279
OG0004528		b4303
OG0004529		b4306
OG0004530		b4305
OG0004531		b1274
OG0004532		b4300
OG0004533		b1275
OG0004534		b4302
OG0004535		b1277
OG0004536		b4301
OG0004537		b1270
OG0004538		b1271
OG0004539		b1272
OG0004540		b1273
OG0004541		b2598
OG0004542		b1268
OG0004543		b1264
OG0004544		b1265
OG0004545		b2597
OG0004546		b4372
OG0004547		b3043
OG0004548		b3044
OG0004549		b4374
OG0004550		b4371
OG0004551		b3040
OG0004552		b3038
OG0004553		b3034
OG0004554		b4366
OG0004555		b3035
OG0004556		b4365
OG0004557		b3037
OG0004558		b4367
OG0004559		b4362
OG0004560		b4361
OG0004561		b4364
OG0004562		b3033
OG0004563		b4363
OG0004564		b4360
OG0004565		b3027
OG0004566		b4359
OG0004567		b3028
OG0004568		b4358
OG0004569		b3029
OG0004570		b3023
OG0004571		b4354
OG0004572		b4357
OG0004573		b4351
OG0004574		b3020
OG0004575		b4350
OG0004576		b4353
OG0004577		b4348
OG0004578		b4347
OG0004579		b3018
OG0004580		b4349
OG0004581		b3013
OG0004582		b3014
OG0004583		b4345
OG0004584		b4342
OG0004585		b3011
OG0004586		b4341
OG0004587		b3009
OG0004588		b4337
OG0004589		b3006
OG0004590		b3001
OG0004591		b4333
OG0004592		b4332
OG0004593		b3003
OG0004594		b4335
OG0004595		b4334
OG0004596		b2670
OG0004597		b1337
OG0004598		b2668
OG0004599		b2669
OG0004600		b3999
OG0004601		b0001
OG0004602		b1333
OG0004603		b2664
OG0004604		b3995
OG0004605		b2666
OG0004606		b3998
OG0004607		b1336
OG0004608		b2667
OG0004609		b0005
OG0004610		b3992
OG0004611		b1330
OG0004612		b0003
OG0004613		b1331
OG0004614		b2662
OG0004615		b1332
OG0004616		b2663
OG0004617		b3990
OG0004618		b1326
OG0004619		b3989
OG0004620		b1327
OG0004621		b1328
OG0004622		b2659
OG0004623		b1329
OG0004624		b1322
OG0004625		b1323
OG0004626		b1324
OG0004627		b1325
OG0004628		b2650
OG0004629		b1320
OG0004630		b1321
OG0004631		b1319
OG0004632		b1315
OG0004633		b2646
OG0004634		b1316
OG0004635		b1317
OG0004636		b2649
OG0004637		b1311
OG0004638		b2642
OG0004639		b3974
OG0004640		b2643
OG0004641		b1313
OG0004642		b2644
OG0004643		b1314
OG0004644		b2645
OG0004645		b1308
OG0004646		b1309
OG0004647		b1304
OG0004648		b2635
OG0004649		b3967
OG0004650		b1305
OG0004651		b2636
OG0004652		b1306
OG0004653		b2637
OG0004654		b1307
OG0004655		b2638
OG0004656		b2631
OG0004657		b3963
OG0004658		b2632
OG0004659		b3962
OG0004660		b2633
OG0004661		b3965
OG0004662		b1303
OG0004663		b2634
OG0004664		b3964
OG0004665		b2630
OG0004666		b1380
OG0004667		b1381
OG0004668		b1382
OG0004669		b1383
OG0004670		b4406
OG0004671		b4409
OG0004672		b0045
OG0004673		b1377
OG0004674		b4403
OG0004675		b0044
OG0004676		b1378
OG0004677		b4402
OG0004678		b1379
OG0004679		b1373
OG0004680		b1374
OG0004681		b1375
OG0004682		b4401
OG0004683		b0046
OG0004684		b1376
OG0004685		b4400
OG0004686		b1370
OG0004687		b1372
OG0004688		b0040
OG0004689		b0034
OG0004690		b1366
OG0004691		b2698
OG0004692		b0038
OG0004693		b1363
OG0004694		b1365
OG0004695		b2696
OG0004696		b2690
OG0004697		b1360
OG0004698		b1361
OG0004699		b0030
OG0004700		b1359
OG0004701		b1355
OG0004702		b0022
OG0004703		b1356
OG0004704		b2687
OG0004705		b0021
OG0004706		b1357
OG0004707		b2688
OG0004708		b0020
OG0004709		b1358
OG0004710		b2689
OG0004711		b1351
OG0004712		b2682
OG0004713		b1352
OG0004714		b2683
OG0004715		b1353
OG0004716		b0024
OG0004717		b1350
OG0004718		b0019
OG0004719		b0018
OG0004720		b1348
OG0004721		b2679
OG0004722		b0012
OG0004723		b2675
OG0004724		b0011
OG0004725		b1345
OG0004726		b2676
OG0004727		b0010
OG0004728		b1346
OG0004729		b1347
OG0004730		b0016
OG0004731		b1340
OG0004732		b2671
OG0004733		b2672
OG0004734		b1342
OG0004735		b2673
OG0004736		b0013
OG0004737		b2674
OG0004738		b3916
OG0004739		b3915
OG0004740		b3918
OG0004741		b3912
OG0004742		b3911
OG0004743		b0880
OG0004744		b3910
OG0004745		b0885
OG0004746		b3909
OG0004747		b0878
OG0004748		b3905
OG0004749		b0877
OG0004750		b3904
OG0004751		b0876
OG0004752		b3907
OG0004753		b0875
OG0004754		b3906
OG0004755		b3901
OG0004756		b3900
OG0004757		b3903
OG0004758		b0879
OG0004759		b3902
OG0004760		b0874
OG0004761		b0873
OG0004762		b0872
OG0004763		b0871
OG0004764		b0866
OG0004765		b0865
OG0004766		b0864
OG0004767		b0869
OG0004768		b0868
OG0004769		b0863
OG0004770		b0862
OG0004771		b0861
OG0004772		b0860
OG0004773		b0853
OG0004774		b0859
OG0004775		b0858
OG0004776		b0851
OG0004777		b0850
OG0004778		b2628
OG0004779		b2629
OG0004780		b2624
OG0004781		b2625
OG0004782		b3955
OG0004783		b2626
OG0004784		b2627
OG0004785		b3952
OG0004786		b3951
OG0004787		b2622
OG0004788		b3954
OG0004789		b2623
OG0004790		b3953
OG0004791		b3950
OG0004792		b3949
OG0004793		b3945
OG0004794		b3944
OG0004795		b3947
OG0004796		b3946
OG0004797		b3940
OG0004798		b3942
OG0004799		b3938
OG0004800		b3937
OG0004801		b3939
OG0004802		b2602
OG0004803		b2603
OG0004804		b3933
OG0004805		b2604
OG0004806		b3936
OG0004807		b2605
OG0004808		b3930
OG0004809		b2600
OG0004810		b2601
OG0004811		b3927
OG0004812		b0899
OG0004813		b0897
OG0004814		b3928
OG0004815		b3923
OG0004816		b3922
OG0004817		b3925
OG0004818		b3921
OG0004819		b3920
OG0004820		b0896
OG0004821		b0895
OG0004822		b0894
OG0004823		b2099
OG0004824		b2095
OG0004825		b2097
OG0004826		b2098
OG0004827		b2091
OG0004828		b2093
OG0004829		b2094
OG0004830		b2088
OG0004831		b2089
OG0004832		b2085
OG0004833		b2086
OG0004834		b2081
OG0004835		b2082
OG0004836		b2078
OG0004837		b2079
OG0004838		b2909
OG0004839		b2900
OG0004840		b2901
OG0004841		b2902
OG0004842		b2030
OG0004843		b3361
OG0004844		b3362
OG0004845		b2032
OG0004846		b3363
OG0004847		b4689
OG0004848		b3357
OG0004849		b4688
OG0004850		b2027
OG0004851		b3358
OG0004852		b2029
OG0004853		b4685
OG0004854		b4684
OG0004855		b3354
OG0004856		b4687
OG0004857		b3355
OG0004858		b4686
OG0004859		b4680
OG0004860		b4683
OG0004861		b3351
OG0004862		b4682
OG0004863		b4678
OG0004864		b3346
OG0004865		b4677
OG0004866		b2016
OG0004867		b3347
OG0004868		b2017
OG0004869		b3348
OG0004870		b2018
OG0004871		b4679
OG0004872		b3349
OG0004873		b4674
OG0004874		b2011
OG0004875		b4673
OG0004876		b2012
OG0004877		b3343
OG0004878		b4676
OG0004879		b2013
OG0004880		b3344
OG0004881		b4675
OG0004882		b2014
OG0004883		b3345
OG0004884		b4670
OG0004885		b4672
OG0004886		b4671
OG0004887		b2010
OG0004888		b2008
OG0004889		b2009
OG0004890		b2004
OG0004891		b4667
OG0004892		b3335
OG0004893		b2005
OG0004894		b4666
OG0004895		b2006
OG0004896		b3337
OG0004897		b4669
OG0004898		b2007
OG0004899		b4668
OG0004900		b3338
OG0004901		b4663
OG0004902		b3331
OG0004903		b4662
OG0004904		b2001
OG0004905		b3332
OG0004906		b2002
OG0004907		b4665
OG0004908		b3333
OG0004909		b2003
OG0004910		b4664
OG0004911		b3334
OG0004912		b3330
OG0004913		b3328
OG0004914		b3329
OG0004915		b0298
OG0004916		b3324
OG0004917		b3325
OG0004918		b4655
OG0004919		b3326
OG0004920		b0295
OG0004921		b3327
OG0004922		b3322
OG0004923		b0299
OG0004924		b3323
OG0004925		b2073
OG0004926		b2070
OG0004927		b2071
OG0004928		b2072
OG0004929		b2066
OG0004930		b3397
OG0004931		b2067
OG0004932		b3398
OG0004933		b2068
OG0004934		b3399
OG0004935		b2069
OG0004936		b3393
OG0004937		b2063
OG0004938		b3394
OG0004939		b3395
OG0004940		b2060
OG0004941		b3392
OG0004942		b2059
OG0004943		b2055
OG0004944		b2056
OG0004945		b3387
OG0004946		b2057
OG0004947		b3388
OG0004948		b2058
OG0004949		b2051
OG0004950		b3382
OG0004951		b2052
OG0004952		b3383
OG0004953		b2053
OG0004954		b3380
OG0004955		b3381
OG0004956		b3379
OG0004957		b2049
OG0004958		b3375
OG0004959		b2045
OG0004960		b3376
OG0004961		b2046
OG0004962		b3377
OG0004963		b3378
OG0004964		b3371
OG0004965		b2043
OG0004966		b3374
OG0004967		b3370
OG0004968		b2037
OG0004969		b3369
OG0004970		b3364
OG0004971		b2034
OG0004972		b3365
OG0004973		b2035
OG0004974		b3366
OG0004975		b2036
OG0004976		b3367
OG0004977		b4729
OG0004978		b4726
OG0004979		b4725
OG0004980		b4728
OG0004981		b4727
OG0004982		b0364
OG0004983		b1696
OG0004984		b4722
OG0004985		b0363
OG0004986		b4721
OG0004987		b4724
OG0004988		b0361
OG0004989		b4723
OG0004990		b1692
OG0004991		b1693
OG0004992		b1694
OG0004993		b4720
OG0004994		b1690
OG0004995		b1691
OG0004996		b0360
OG0004997		b0358
OG0004998		b1689
OG0004999		b4715
OG0005000		b0353
OG0005001		b4711
OG0005002		b1685
OG0005003		b4710
OG0005004		b1686
OG0005005		b0351
OG0005006		b1687
OG0005007		b0350
OG0005008		b0357
OG0005009		b1681
OG0005010		b1682
OG0005011		b0355
OG0005012		b1683
OG0005013		b0354
OG0005014		b1684
OG0005015		b0349
OG0005016		b0348
OG0005017		b4709
OG0005018		b1678
OG0005019		b1679
OG0005020		b4703
OG0005021		b4706
OG0005022		b4705
OG0005023		b0342
OG0005024		b1674
OG0005025		b1675
OG0005026		b0340
OG0005027		b1676
OG0005028		b4702
OG0005029		b1677
OG0005030		b0346
OG0005031		b1670
OG0005032		b0345
OG0005033		b1671
OG0005034		b0344
OG0005035		b1672
OG0005036		b0343
OG0005037		b1673
OG0005038		b0339
OG0005039		b0337
OG0005040		b0336
OG0005041		b1667
OG0005042		b2998
OG0005043		b1668
OG0005044		b1669
OG0005045		b2994
OG0005046		b0330
OG0005047		b1664
OG0005048		b2995
OG0005049		b2996
OG0005050		b2997
OG0005051		b0335
OG0005052		b2990
OG0005053		b1660
OG0005054		b2991
OG0005055		b1661
OG0005056		b2992
OG0005057		b2993
OG0005058		b4771
OG0005059		b4770
OG0005060		b3440
OG0005061		b2107
OG0005062		b3438
OG0005063		b4769
OG0005064		b2108
OG0005065		b4766
OG0005066		b3434
OG0005067		b4765
OG0005068		b2104
OG0005069		b4768
OG0005070		b2105
OG0005071		b4767
OG0005072		b3437
OG0005073		b3430
OG0005074		b2100
OG0005075		b2101
OG0005076		b2102
OG0005077		b3427
OG0005078		b3428
OG0005079		b3429
OG0005080		b0397
OG0005081		b4755
OG0005082		b0396
OG0005083		b4754
OG0005084		b3424
OG0005085		b3425
OG0005086		b4757
OG0005087		b0394
OG0005088		b4756
OG0005089		b4751
OG0005090		b4750
OG0005091		b4753
OG0005092		b3421
OG0005093		b0398
OG0005094		b4752
OG0005095		b3422
OG0005096		b0391
OG0005097		b0390
OG0005098		b4748
OG0005099		b3416
OG0005100		b4747
OG0005101		b3417
OG0005102		b3418
OG0005103		b4749
OG0005104		b4744
OG0005105		b3412
OG0005106		b4743
OG0005107		b4746
OG0005108		b3414
OG0005109		b0383
OG0005110		b4745
OG0005111		b3415
OG0005112		b4740
OG0005113		b0389
OG0005114		b0388
OG0005115		b4742
OG0005116		b3410
OG0005117		b0387
OG0005118		b4741
OG0005119		b3411
OG0005120		b0382
OG0005121		b0381
OG0005122		b0380
OG0005123		b3409
OG0005124		b4737
OG0005125		b4736
OG0005126		b4739
OG0005127		b4738
OG0005128		b3408
OG0005129		b0375
OG0005130		b4733
OG0005131		b4732
OG0005132		b3402
OG0005133		b0373
OG0005134		b4735
OG0005135		b3403
OG0005136		b0372
OG0005137		b4734
OG0005138		b0379
OG0005139		b0378
