Orthogroup	Cvulgaris	creidhartii
OG0001503	maker_Scaffold_1035-augustus-gene-0.112-mRNA-1 protein AED_0.11 eAED_0.11 QI_0|0.66|0.5|0.75|1|0.75|4|0|133	CRv4_Au5_s17_g7587_t1
OG0001504	genemark_Scaffold_1035-abinit-gene-0.23-mRNA-1 protein AED_0.16 eAED_0.16 QI_0|0.5|0.36|0.63|1|1|11|0|501	CRv4_Au5_s14_g5292_t1
OG0001505	genemark_Scaffold_1035-abinit-gene-0.21-mRNA-1 protein AED_0.21 eAED_0.22 QI_0|0|0|0.35|1|1|14|0|848	CRv4_Au5_s10_g223_t1
OG0001506	maker_Scaffold_346-augustus-gene-0.120-mRNA-1 protein AED_0.06 eAED_0.06 QI_0|1|0.66|1|0.8|0.66|6|0|286	CRv4_Au5_s7_g13726_t1
OG0001507	maker_Scaffold_346-augustus-gene-0.117-mRNA-1 protein AED_0.12 eAED_0.12 QI_0|0.5|0.4|0.8|1|1|5|0|200	CRv4_Au5_s8_g14912_t1
OG0001508	maker_Scaffold_346-augustus-gene-0.115-mRNA-1 protein AED_0.12 eAED_0.12 QI_62|0.92|0.92|1|1|1|14|0|495	CRv4_Au5_s16_g6100_t1
OG0001509	genemark_Scaffold_346-abinit-gene-0.32-mRNA-1 protein AED_0.17 eAED_0.17 QI_0|0.62|0.44|0.66|1|1|9|0|390	CRv4_Au5_s2_g9489_t1
OG0001510	augustus_masked_Scaffold_346-abinit-gene-0.14-mRNA-1 protein AED_0.17 eAED_0.18 QI_0|0.66|0.71|0.85|1|1|7|0|241	CRv4_Au5_s14_g5405_t1
OG0001511	maker_Scaffold_346-augustus-gene-0.126-mRNA-1 protein AED_0.15 eAED_0.15 QI_0|0.77|0.6|0.8|0.88|1|10|0|378	CRv4_Au5_s12_g3413_t1
OG0001512	maker_Scaffold_346-augustus-gene-0.131-mRNA-1 protein AED_0.13 eAED_0.13 QI_0|0.72|0.66|0.83|1|1|12|0|633	CRv4_Au5_s16_g6958_t1
OG0001513	maker_Scaffold_346-augustus-gene-0.130-mRNA-1 protein AED_0.18 eAED_0.18 QI_0|0.71|0.5|0.75|0.85|0.87|8|0|281	CRv4_Au5_s15_g5872_t1
OG0001514	maker_Scaffold_346-augustus-gene-0.125-mRNA-1 protein AED_0.18 eAED_0.18 QI_0|0.66|0.57|0.71|1|1|7|0|215	CRv4_Au5_s2_g8957_t1
OG0001515	augustus_masked_Scaffold_846-abinit-gene-0.8-mRNA-1 protein AED_0.16 eAED_0.16 QI_0|0|0|0.66|1|1|3|0|84	CRv4_Au5_s2_g9595_t1
OG0001516	genemark_Scaffold_846-abinit-gene-0.38-mRNA-1 protein AED_0.16 eAED_0.16 QI_0|0.81|0.75|0.91|1|1|12|0|594	CRv4_Au5_s3_g10256_t1
OG0001517	maker_Scaffold_846-snap-gene-0.147-mRNA-1 protein AED_0.16 eAED_0.21 QI_0|0.8|0.5|0.83|0.6|0.5|6|0|446	CRv4_Au5_s17_g7608_t1
OG0001518	genemark_Scaffold_846-abinit-gene-0.19-mRNA-1 protein AED_0.25 eAED_0.25 QI_0|0|0.25|0.75|1|1|4|0|274	CRv4_Au5_s13_g4643_t1
OG0001519	maker_Scaffold_846-augustus-gene-0.127-mRNA-1 protein AED_0.33 eAED_0.33 QI_0|0.2|0|0.66|1|1|6|0|343	CRv4_Au5_s12_g3390_t1
OG0001520	snap_masked_Scaffold_846-abinit-gene-0.93-mRNA-1 protein AED_0.10 eAED_0.11 QI_0|0.33|0|1|1|1|4|0|700	CRv4_Au5_s12_g3095_t1
OG0001521	maker_Scaffold_846-augustus-gene-0.134-mRNA-1 protein AED_0.12 eAED_0.12 QI_0|0.7|0.63|0.90|0.9|0.81|11|48|830	CRv4_Au5_s3_g11216_t1
OG0001522	maker_Scaffold_846-augustus-gene-0.138-mRNA-1 protein AED_0.19 eAED_0.19 QI_0|1|0.6|1|1|1|5|0|322	CRv4_Au5_s17_g7026_t1
OG0001523	genemark_Scaffold_651-abinit-gene-0.31-mRNA-1 protein AED_0.10 eAED_0.10 QI_0|0.9|0.81|1|1|1|11|0|926	CRv4_Au5_s33_g11419_t1
OG0001524	maker_Scaffold_651-augustus-gene-0.147-mRNA-1 protein AED_0.11 eAED_0.11 QI_0|0.9|0.72|0.90|1|1|11|0|546	CRv4_Au5_s6_g12982_t1
OG0001525	maker_Scaffold_651-snap-gene-0.172-mRNA-1 protein AED_0.03 eAED_0.06 QI_0|1|0.62|1|1|1|8|0|731	CRv4_Au5_s3_g10376_t1
OG0001526	maker_Scaffold_651-snap-gene-0.168-mRNA-1 protein AED_0.14 eAED_0.15 QI_36|1|0.33|1|1|1|3|0|379	CRv4_Au5_s10_g292_t1
OG0001527	genemark_Scaffold_651-abinit-gene-0.30-mRNA-1 protein AED_0.16 eAED_0.16 QI_0|0.5|0|0.66|1|1|3|0|162	CRv4_Au5_s9_g15504_t1
OG0001528	maker_Scaffold_651-snap-gene-0.170-mRNA-1 protein AED_0.21 eAED_0.21 QI_0|0.8|0.5|0.83|0.4|0.5|6|0|456	CRv4_Au5_s19_g8092_t1
OG0001529	genemark_Scaffold_651-abinit-gene-0.34-mRNA-1 protein AED_0.17 eAED_0.18 QI_0|0.70|0.66|0.94|1|1|18|0|707	CRv4_Au5_s13_g4904_t1
OG0001530	maker_Scaffold_651-snap-gene-0.165-mRNA-1 protein AED_0.17 eAED_0.17 QI_96|1|1|1|0.71|0.75|8|0|315	CRv4_Au5_s1_g2287_t1
OG0001531	maker_Scaffold_651-augustus-gene-0.160-mRNA-1 protein AED_0.03 eAED_0.03 QI_0|1|0.5|1|0.66|0.75|4|0|352	CRv4_Au5_s6_g13222_t1
OG0001532	maker_Scaffold_651-augustus-gene-0.153-mRNA-1 protein AED_0.14 eAED_0.16 QI_0|0.8|0.5|1|1|0.83|6|0|574	CRv4_Au5_s1_g1196_t1
OG0001533	maker_Scaffold_1405-snap-gene-0.131-mRNA-1 protein AED_0.03 eAED_0.07 QI_0|0.62|0.44|1|0.75|0.77|9|0|685	CRv4_Au5_s2_g8619_t1
OG0001534	maker_Scaffold_1405-augustus-gene-0.108-mRNA-1 protein AED_0.08 eAED_0.08 QI_0|1|0.57|1|1|1|7|0|639	CRv4_Au5_s1_g1989_t1
OG0001535	maker_Scaffold_1405-augustus-gene-0.107-mRNA-1 protein AED_0.13 eAED_0.13 QI_0|1|1|1|0.8|0.83|6|140|412	CRv4_Au5_s1_g1576_t1
OG0001536	maker_Scaffold_1405-snap-gene-0.132-mRNA-1 protein AED_0.12 eAED_0.13 QI_0|0.83|0.61|1|0.91|0.76|13|0|1002	CRv4_Au5_s2_g8622_t1
OG0001537	maker_Scaffold_1405-augustus-gene-0.105-mRNA-1 protein AED_0.24 eAED_0.24 QI_57|0.5|0.2|0.6|1|0.8|5|0|169	CRv4_Au5_s17_g7477_t1
OG0001538	genemark_Scaffold_1405-abinit-gene-0.30-mRNA-1 protein AED_0.31 eAED_0.31 QI_0|0.5|0.4|0.6|1|1|5|0|109	CRv4_Au5_s14_g5348_t1
OG0001539	maker_Scaffold_1405-augustus-gene-0.123-mRNA-1 protein AED_0.05 eAED_0.05 QI_0|0.83|0.42|1|1|0.71|7|0|446	CRv4_Au5_s13_g4902_t1
OG0001540	maker_Scaffold_1405-augustus-gene-0.117-mRNA-1 protein AED_0.09 eAED_0.09 QI_0|1|0.88|1|1|1|9|0|498	CRv4_Au5_s17_g7499_t1
OG0001541	maker_Scaffold_1405-augustus-gene-0.122-mRNA-1 protein AED_0.17 eAED_0.17 QI_0|0.2|0.33|0.66|1|1|6|0|286	CRv4_Au5_s3_g10933_t1
OG0001542	maker_Scaffold_1405-augustus-gene-0.121-mRNA-1 protein AED_0.14 eAED_0.15 QI_0|1|0.88|1|1|1|9|0|471	CRv4_Au5_s23_g9869_t1
OG0001543	maker_Scaffold_1405-augustus-gene-0.119-mRNA-1 protein AED_0.21 eAED_0.21 QI_0|0.75|0.4|0.8|0.75|0.6|5|0|335	CRv4_Au5_s17_g7497_t1
OG0001544	maker_Scaffold_1519-augustus-gene-0.113-mRNA-1 protein AED_0.03 eAED_0.03 QI_0|1|0.5|1|1|1|4|0|310	CRv4_Au5_s2_g9258_t1
OG0001545	augustus_masked_Scaffold_1519-abinit-gene-0.8-mRNA-1 protein AED_0.15 eAED_0.15 QI_0|1|1|1|1|1|4|0|154	CRv4_Au5_s2_g8932_t1
OG0001546	genemark_Scaffold_1519-abinit-gene-0.40-mRNA-1 protein AED_0.14 eAED_0.14 QI_0|0|0|0.33|1|1|3|0|171	CRv4_Au5_s2_g8748_t1
OG0001547	genemark_Scaffold_1519-abinit-gene-0.28-mRNA-1 protein AED_0.74 eAED_0.75 QI_0|0|0|0.5|1|1|6|0|509	CRv4_Au5_s6_g12564_t1
OG0001548	maker_Scaffold_1519-augustus-gene-0.118-mRNA-1 protein AED_0.06 eAED_0.07 QI_0|1|0.5|1|1|1|4|0|268	CRv4_Au5_s16_g6503_t1
OG0001549	maker_Scaffold_1519-snap-gene-0.128-mRNA-1 protein AED_0.02 eAED_0.02 QI_0|1|0.85|1|1|0.85|7|0|520	CRv4_Au5_s13_g5214_t1
OG0001550	maker_Scaffold_1519-augustus-gene-0.121-mRNA-1 protein AED_0.16 eAED_0.16 QI_0|1|0.5|1|1|1|4|0|313	CRv4_Au5_s7_g14587_t1
OG0001551	genemark_Scaffold_1519-abinit-gene-0.21-mRNA-1 protein AED_0.05 eAED_0.07 QI_0|0.71|0.37|0.87|1|1|8|0|683	CRv4_Au5_s7_g14095_t1
OG0001552	genemark_Scaffold_1519-abinit-gene-0.30-mRNA-1 protein AED_0.12 eAED_0.12 QI_0|0.33|0.14|0.57|1|1|7|0|389	CRv4_Au5_s2_g9147_t1
OG0001553	genemark_Scaffold_1519-abinit-gene-0.39-mRNA-1 protein AED_0.23 eAED_0.23 QI_0|0|0|0.57|1|1|14|0|464	CRv4_Au5_s17_g7691_t1
OG0001554	maker_Scaffold_128-augustus-gene-0.127-mRNA-1 protein AED_0.15 eAED_0.15 QI_0|0.83|0.57|0.85|1|1|7|0|244	CRv4_Au5_s44_g11901_t1
OG0001555	maker_Scaffold_128-augustus-gene-0.132-mRNA-1 protein AED_0.03 eAED_0.07 QI_27|0.8|0.5|1|0.8|0.83|6|0|229	CRv4_Au5_s10_g123_t1
OG0001556	maker_Scaffold_128-augustus-gene-0.122-mRNA-1 protein AED_0.11 eAED_0.11 QI_0|1|0.6|1|1|1|5|0|252	CRv4_Au5_s6_g13429_t1
OG0001557	augustus_masked_Scaffold_128-abinit-gene-0.11-mRNA-1 protein AED_0.32 eAED_0.33 QI_0|0|0|0.33|1|1|3|0|161	CRv4_Au5_s13_g4441_t1
OG0001558	maker_Scaffold_128-augustus-gene-0.139-mRNA-1 protein AED_0.20 eAED_0.20 QI_0|0.77|0.7|0.9|1|1|10|0|355	CRv4_Au5_s9_g15444_t1
OG0001559	maker_Scaffold_791-augustus-gene-0.124-mRNA-1 protein AED_0.30 eAED_0.30 QI_0|0.75|0.4|0.8|1|0.6|5|0|174	CRv4_Au5_s3_g11319_t1
OG0001560	maker_Scaffold_791-augustus-gene-0.128-mRNA-1 protein AED_0.26 eAED_0.27 QI_0|0.5|0.4|0.8|1|0.8|5|0|361	CRv4_Au5_s17_g7416_t1
OG0001561	genemark_Scaffold_791-abinit-gene-0.30-mRNA-1 protein AED_0.02 eAED_0.02 QI_0|1|0.83|1|1|1|6|0|224	CRv4_Au5_s13_g4624_t1
OG0001562	maker_Scaffold_791-snap-gene-0.155-mRNA-1 protein AED_0.07 eAED_0.08 QI_0|1|0.5|1|0.66|0.75|4|0|530	CRv4_Au5_s7_g13792_t1
OG0001563	maker_Scaffold_791-snap-gene-0.162-mRNA-1 protein AED_0.08 eAED_0.08 QI_0|0.68|0.41|0.94|0.5|0.47|17|0|1515	CRv4_Au5_s13_g4518_t1
OG0001564	maker_Scaffold_791-augustus-gene-0.138-mRNA-1 protein AED_0.15 eAED_0.15 QI_0|0.88|0.7|0.9|1|1|10|0|397	CRv4_Au5_s3_g10888_t1
OG0001565	maker_Scaffold_791-augustus-gene-0.140-mRNA-1 protein AED_0.07 eAED_0.11 QI_48|1|0.90|1|1|0.90|11|0|393	CRv4_Au5_s12_g3545_t1
OG0001566	maker_Scaffold_791-snap-gene-0.161-mRNA-1 protein AED_0.13 eAED_0.16 QI_0|0.71|0.37|1|0.71|0.62|8|0|379	CRv4_Au5_s1_g1013_t1
OG0001567	maker_Scaffold_791-snap-gene-0.154-mRNA-1 protein AED_0.22 eAED_0.24 QI_0|0.6|0.5|0.75|0.66|0.75|16|0|1184	CRv4_Au5_s12_g3523_t1
OG0001568	maker_Scaffold_791-augustus-gene-0.135-mRNA-1 protein AED_0.27 eAED_0.27 QI_0|0|0|0.5|1|1|4|0|396	CRv4_Au5_s7_g14397_t1
OG0001569	maker_Scaffold_791-augustus-gene-0.131-mRNA-1 protein AED_0.38 eAED_0.38 QI_0|0.1|0|0.27|0.7|0.72|11|0|405	CRv4_Au5_s10_g243_t1
OG0001570	snap_masked_Scaffold_791-abinit-gene-0.58-mRNA-1 protein AED_0.35 eAED_0.35 QI_0|0|0|0.5|1|1|2|0|395	CRv4_Au5_s2_g8431_t1
OG0001571	genemark_Scaffold_1051-abinit-gene-0.23-mRNA-1 protein AED_0.27 eAED_0.30 QI_0|0|0|0.66|1|1|12|0|1008	CRv4_Au5_s3_g10199_t1
OG0001572	genemark_Scaffold_708-abinit-gene-0.19-mRNA-1 protein AED_0.23 eAED_0.25 QI_0|0.33|0.2|0.9|1|1|10|0|801	CRv4_Au5_s3_g11152_t1
OG0001573	maker_Scaffold_708-augustus-gene-0.104-mRNA-1 protein AED_0.17 eAED_0.17 QI_0|0.62|0.66|0.77|1|1|9|0|365	CRv4_Au5_s1_g1108_t1
OG0001574	maker_Scaffold_708-snap-gene-0.114-mRNA-1 protein AED_0.11 eAED_0.16 QI_0|0.62|0.41|0.94|0.43|0.47|17|0|1062	CRv4_Au5_s20_g8243_t1
OG0001575	maker_Scaffold_708-snap-gene-0.117-mRNA-1 protein AED_0.28 eAED_0.29 QI_0|0.83|0.57|1|0.33|0.14|7|0|593	CRv4_Au5_s10_g961_t1
OG0001576	maker_Scaffold_708-snap-gene-0.116-mRNA-1 protein AED_0.15 eAED_0.30 QI_0|0.62|0.55|1|0.5|0.77|9|0|386	CRv4_Au5_s7_g14568_t1
OG0001577	genemark_Scaffold_708-abinit-gene-0.16-mRNA-1 protein AED_0.34 eAED_0.35 QI_0|0.45|0.33|0.83|1|1|12|0|516	CRv4_Au5_s13_g4523_t1
OG0001578	maker_Scaffold_308-augustus-gene-0.94-mRNA-1 protein AED_0.10 eAED_0.10 QI_0|0.75|0.55|0.88|1|0.88|9|0|461	CRv4_Au5_s41_g11880_t1
OG0001579	maker_Scaffold_308-augustus-gene-0.91-mRNA-1 protein AED_0.10 eAED_0.15 QI_0|0.42|0.25|0.87|1|0.87|8|0|508	CRv4_Au5_s8_g14920_t1
OG0001580	maker_Scaffold_213-augustus-gene-0.100-mRNA-1 protein AED_0.27 eAED_0.27 QI_0|0.6|0.16|0.83|0.8|0.83|6|0|244	CRv4_Au5_s13_g5161_t1
OG0001581	maker_Scaffold_213-augustus-gene-0.97-mRNA-1 protein AED_0.34 eAED_0.34 QI_0|0.42|0.25|0.5|1|1|8|0|421	CRv4_Au5_s3_g10601_t1
OG0001582	maker_Scaffold_717-augustus-gene-0.93-mRNA-1 protein AED_0.14 eAED_0.14 QI_0|0.63|0.5|0.66|1|0.83|12|0|459	CRv4_Au5_s1_g1160_t1
OG0001583	maker_Scaffold_717-augustus-gene-0.92-mRNA-1 protein AED_0.20 eAED_0.20 QI_0|0.42|0.25|0.62|1|1|8|0|378	CRv4_Au5_s10_g356_t1
OG0001584	maker_Scaffold_363-snap-gene-0.184-mRNA-1 protein AED_0.10 eAED_0.10 QI_0|1|0.5|1|1|1|4|0|438	CRv4_Au5_s1_g1879_t1
OG0001585	maker_Scaffold_363-augustus-gene-0.155-mRNA-1 protein AED_0.14 eAED_0.15 QI_0|1|0.66|1|0.6|0.83|6|0|268	CRv4_Au5_s1_g1694_t1
OG0001586	maker_Scaffold_363-augustus-gene-0.153-mRNA-1 protein AED_0.11 eAED_0.11 QI_18|1|0.33|1|1|1|3|0|155	CRv4_Au5_s3_g11023_t1
OG0001587	maker_Scaffold_363-augustus-gene-0.156-mRNA-1 protein AED_0.14 eAED_0.14 QI_0|1|0.33|1|1|1|3|0|143	CRv4_Au5_s1_g1943_t1
OG0001588	maker_Scaffold_363-snap-gene-0.173-mRNA-1 protein AED_0.09 eAED_0.18 QI_0|1|0.33|1|1|1|3|0|411	CRv4_Au5_s5_g12027_t1
OG0001589	maker_Scaffold_363-snap-gene-0.183-mRNA-1 protein AED_0.07 eAED_0.16 QI_0|0.5|0|1|0.5|0.33|3|0|308	CRv4_Au5_s17_g7085_t1
OG0001590	maker_Scaffold_363-augustus-gene-0.154-mRNA-1 protein AED_0.11 eAED_0.11 QI_0|0.90|0.75|0.91|1|1|12|0|559	CRv4_Au5_s13_g5035_t1
OG0001591	genemark_Scaffold_363-abinit-gene-0.56-mRNA-1 protein AED_0.17 eAED_0.18 QI_48|0.5|0.42|1|1|1|7|0|415	CRv4_Au5_s17_g7569_t1
OG0001592	maker_Scaffold_363-snap-gene-0.175-mRNA-1 protein AED_0.21 eAED_0.22 QI_0|0.5|0.22|1|0.75|0.77|9|0|1114	CRv4_Au5_s14_g5314_t1
OG0001593	maker_Scaffold_363-augustus-gene-0.165-mRNA-1 protein AED_0.01 eAED_0.01 QI_0|1|0|1|1|1|2|0|157	CRv4_Au5_s10_g216_t1
OG0001594	maker_Scaffold_363-augustus-gene-0.166-mRNA-1 protein AED_0.01 eAED_0.02 QI_0|1|0.33|1|1|1|3|0|320	CRv4_Au5_s1_g1959_t1
OG0001595	maker_Scaffold_363-augustus-gene-0.167-mRNA-1 protein AED_0.03 eAED_0.03 QI_0|1|0.66|1|1|1|3|0|119	CRv4_Au5_s1_g1595_t1
OG0001596	maker_Scaffold_363-snap-gene-0.191-mRNA-1 protein AED_0.08 eAED_0.08 QI_0|0.6|0.33|1|0.6|0.66|6|0|718	CRv4_Au5_s1_g1497_t1
OG0001597	genemark_Scaffold_363-abinit-gene-0.54-mRNA-1 protein AED_0.12 eAED_0.13 QI_0|0.44|0.36|0.93|1|1|30|0|2579	CRv4_Au5_s10_g418_t1
OG0001598	genemark_Scaffold_363-abinit-gene-0.28-mRNA-1 protein AED_0.16 eAED_0.16 QI_0|0.6|0.33|0.66|1|1|6|0|427	CRv4_Au5_s10_g437_t1
OG0001599	maker_Scaffold_363-augustus-gene-0.164-mRNA-1 protein AED_0.18 eAED_0.19 QI_0|0.4|0.16|0.83|0.4|0.5|6|0|384	CRv4_Au5_s12_g3175_t1
OG0001600	augustus_masked_Scaffold_182-abinit-gene-0.8-mRNA-1 protein AED_0.01 eAED_0.02 QI_0|-1|0|1|-1|1|1|0|250	CRv4_Au5_s1_g979_t1
OG0001601	maker_Scaffold_182-snap-gene-0.100-mRNA-1 protein AED_0.13 eAED_0.14 QI_0|0.90|0.83|1|1|1|12|0|526	CRv4_JGI3_115047_t1
OG0001602	genemark_Scaffold_182-abinit-gene-0.15-mRNA-1 protein AED_0.19 eAED_0.20 QI_0|0.5|0|0.66|1|1|3|0|135	CRv4_Au5_s13_g4826_t1
OG0001603	maker_Scaffold_182-augustus-gene-0.99-mRNA-1 protein AED_0.16 eAED_0.16 QI_0|0.66|0.25|1|1|1|4|0|181	CRv4_Au5_s8_g15036_t1
OG0001604	maker_Scaffold_474-augustus-gene-0.94-mRNA-1 protein AED_0.01 eAED_0.01 QI_0|1|0.66|1|0.6|0.5|6|0|232	CRv4_Au5_s12_g3479_t1
OG0001605	maker_Scaffold_474-augustus-gene-0.100-mRNA-1 protein AED_0.11 eAED_0.11 QI_0|0.57|0.37|0.75|1|1|8|0|442	CRv4_Au5_s6_g13406_t1
OG0001606	maker_Scaffold_474-snap-gene-0.114-mRNA-1 protein AED_0.11 eAED_0.12 QI_0|0.57|0.37|0.87|0.42|0.62|8|0|507	CRv4_Au5_s1_g1736_t1
OG0001607	maker_Scaffold_474-snap-gene-0.111-mRNA-1 protein AED_0.19 eAED_0.19 QI_0|0.75|0.53|0.84|0.5|0.61|13|0|636	CRv4_Au5_s3_g10983_t1
OG0001608	maker_Scaffold_474-snap-gene-0.110-mRNA-1 protein AED_0.18 eAED_0.18 QI_0|1|0.85|1|1|1|7|31|295	CRv4_Au5_s7_g14231_t1
OG0001609	maker_Scaffold_474-augustus-gene-0.107-mRNA-1 protein AED_0.10 eAED_0.10 QI_0|0.66|0.42|0.71|1|1|7|0|297	CRv4_Au5_s1_g1593_t1
OG0001610	genemark_Scaffold_474-abinit-gene-0.25-mRNA-1 protein AED_0.09 eAED_0.09 QI_0|0.5|0.33|1|1|1|3|0|168	CRv4_Au5_s17_g7210_t1
OG0001611	maker_Scaffold_474-augustus-gene-0.103-mRNA-1 protein AED_0.14 eAED_0.14 QI_0|1|0.88|1|1|1|9|0|670	CRv4_Au5_s13_g4571_t1
OG0001612	maker_Scaffold_474-augustus-gene-0.105-mRNA-1 protein AED_0.08 eAED_0.08 QI_0|1|0.5|1|1|1|4|0|221	CRv4_Au5_s10_g177_t1
OG0001613	maker_Scaffold_474-augustus-gene-0.106-mRNA-1 protein AED_0.09 eAED_0.09 QI_0|1|0.71|1|1|1|7|0|238	CRv4_Au5_s16_g6338_t1
OG0001614	maker_Scaffold_474-snap-gene-0.116-mRNA-1 protein AED_0.10 eAED_0.10 QI_0|1|1|1|0.66|0.71|7|507|194	CRv4_Au5_s8_g14841_t1
OG0001615	snap_masked_Scaffold_564-abinit-gene-0.54-mRNA-1 protein AED_0.23 eAED_0.23 QI_0|-1|0|1|-1|1|1|0|154	CRv4_Au5_s12_g3614_t1
OG0001616	genemark_Scaffold_564-abinit-gene-0.16-mRNA-1 protein AED_0.10 eAED_0.11 QI_0|0.71|0.62|0.87|1|1|8|0|273	CRv4_Au5_s17_g7422_t1
OG0001617	maker_Scaffold_564-augustus-gene-0.107-mRNA-1 protein AED_0.13 eAED_0.13 QI_0|0.6|0.33|0.66|1|0.83|6|0|162	CRv4_Au5_s12_g3639_t1
OG0001618	maker_Scaffold_564-augustus-gene-0.98-mRNA-1 protein AED_0.19 eAED_0.19 QI_0|1|0.6|1|1|0.6|5|0|197	CRv4_Au5_s13_g4855_t1
OG0001619	maker_Scaffold_564-augustus-gene-0.104-mRNA-1 protein AED_0.18 eAED_0.18 QI_0|0.8|0.81|0.87|1|1|16|0|479	CRv4_Au5_s4_g11868_t1
OG0001620	maker_Scaffold_1798-augustus-gene-0.107-mRNA-1 protein AED_0.03 eAED_0.03 QI_0|1|0.6|1|1|1|5|0|174	CRv4_Au5_s8_g15123_t1
OG0001621	maker_Scaffold_1798-snap-gene-0.125-mRNA-1 protein AED_0.20 eAED_0.20 QI_0|0.8|0.66|0.83|0|0|6|0|251	CRv4_Au5_s12_g3446_t1
OG0001622	genemark_Scaffold_1798-abinit-gene-0.29-mRNA-1 protein AED_0.22 eAED_0.28 QI_0|0|0|0.75|1|1|4|0|602	CRv4_Au5_s3_g10813_t1
OG0001623	augustus_masked_Scaffold_1798-abinit-gene-0.5-mRNA-1 protein AED_0.14 eAED_0.14 QI_0|0|0|0.5|1|1|2|0|163	CRv4_Au5_s9_g15520_t1
OG0001624	augustus_masked_Scaffold_1798-abinit-gene-0.6-mRNA-1 protein AED_0.10 eAED_0.10 QI_0|0.37|0.44|0.77|1|1|9|0|598	CRv4_Au5_s8_g15176_t1
OG0001625	maker_Scaffold_1798-augustus-gene-0.118-mRNA-1 protein AED_0.17 eAED_0.17 QI_0|0.71|0.5|0.75|1|1|8|0|474	CRv4_Au5_s7_g14232_t1
OG0001626	maker_Scaffold_1798-augustus-gene-0.115-mRNA-1 protein AED_0.13 eAED_0.13 QI_0|0.66|0.25|0.75|0.66|0.5|4|0|154	CRv4_Au5_s6_g13454_t1
OG0001627	maker_Scaffold_1798-augustus-gene-0.117-mRNA-1 protein AED_0.32 eAED_0.32 QI_0|0.37|0.22|0.44|0.87|0.77|9|0|607	CRv4_Au5_s13_g4776_t1
OG0001628	maker_Scaffold_568-snap-gene-0.96-mRNA-1 protein AED_0.05 eAED_0.06 QI_0|1|0.90|1|1|0.90|11|0|512	CRv4_Au5_s6_g13350_t1
OG0001629	maker_Scaffold_568-snap-gene-0.92-mRNA-1 protein AED_0.06 eAED_0.07 QI_0|0.57|0.37|0.87|0.14|0.12|8|0|463	CRv4_Au5_s1_g2222_t1
OG0001630	genemark_Scaffold_568-abinit-gene-0.21-mRNA-1 protein AED_0.19 eAED_0.19 QI_0|0|0|0.75|1|1|4|0|128	CRv4_Au5_s1_g1377_t1
OG0001631	maker_Scaffold_568-snap-gene-0.95-mRNA-1 protein AED_0.13 eAED_0.13 QI_0|0.90|0.75|1|0.90|0.83|12|0|597	CRv4_Au5_s6_g12864_t1
OG0001632	maker_Scaffold_568-augustus-gene-0.79-mRNA-1 protein AED_0.16 eAED_0.16 QI_0|0.64|0.77|1|0.76|0.61|18|0|823	CRv4_Au5_s7_g14161_t1
OG0001633	maker_Scaffold_568-augustus-gene-0.83-mRNA-1 protein AED_0.17 eAED_0.17 QI_50|0.93|0.94|1|0.81|0.82|17|0|904	CRv4_Au5_s12_g3920_t1
OG0001634	maker_Scaffold_568-augustus-gene-0.85-mRNA-1 protein AED_0.08 eAED_0.08 QI_0|1|0.5|1|1|1|4|0|383	CRv4_Au5_s1_g1390_t1
OG0001635	maker_Scaffold_568-snap-gene-0.102-mRNA-1 protein AED_0.09 eAED_0.10 QI_0|0.83|0.76|0.92|0.58|0.46|13|0|603	CRv4_Au5_s16_g6529_t1
OG0001636	maker_Scaffold_568-snap-gene-0.100-mRNA-1 protein AED_0.14 eAED_0.14 QI_0|0.66|0.25|0.75|0.33|0.25|4|0|222	CRv4_Au5_s12_g2988_t1
OG0001637	genemark_Scaffold_568-abinit-gene-0.15-mRNA-1 protein AED_0.20 eAED_0.21 QI_0|0|0|0.73|1|1|15|0|816	CRv4_Au5_s3_g10939_t1
OG0001638	maker_Scaffold_568-snap-gene-0.101-mRNA-1 protein AED_0.27 eAED_0.44 QI_0|0.5|0.4|0.8|0|0.2|5|0|215	CRv4_Au5_s12_g3933_t1
OG0001639	augustus_masked_Scaffold_568-abinit-gene-0.6-mRNA-1 protein AED_0.41 eAED_0.41 QI_0|0|0|0.33|1|1|3|0|135	CRv4_Au5_s6_g12890_t1
OG0001640	maker_Scaffold_414-augustus-gene-0.124-mRNA-1 protein AED_0.09 eAED_0.09 QI_37|1|1|1|1|1|14|101|483	CRv4_Au5_s6_g13276_t1
OG0001641	genemark_Scaffold_414-abinit-gene-0.21-mRNA-1 protein AED_0.35 eAED_0.35 QI_0|0|0|0.25|1|1|4|0|192	CRv4_Au5_s12_g3140_t1
OG0001642	genemark_Scaffold_414-abinit-gene-0.24-mRNA-1 protein AED_0.15 eAED_0.15 QI_0|0.8|0.83|1|1|1|6|0|333	CRv4_Au5_s2_g9549_t1
OG0001643	maker_Scaffold_414-augustus-gene-0.127-mRNA-1 protein AED_0.07 eAED_0.07 QI_0|0.96|0.85|1|0.96|0.92|28|0|1122	CRv4_Au5_s10_g288_t1
OG0001644	maker_Scaffold_414-augustus-gene-0.129-mRNA-1 protein AED_0.20 eAED_0.23 QI_0|0|0|0.42|1|1|7|0|480	CRv4_Au5_s6_g13384_t1
OG0001645	snap_masked_Scaffold_352-abinit-gene-0.78-mRNA-1 protein AED_0.01 eAED_0.01 QI_0|-1|0|1|-1|1|1|0|329	CRv4_Au5_s6_g12736_t1
