Orthogroup	creidhartii	Cvulgaris
OG0001979	CRv4_Au5_s12_g3190_t1	maker_Scaffold_67-augustus-gene-0.78-mRNA-1 protein AED_0.14 eAED_0.14 QI_0|0.77|0.6|1|1|1|10|0|776
OG0001980	CRv4_Au5_s3_g10589_t1	maker_Scaffold_67-augustus-gene-0.82-mRNA-1 protein AED_0.24 eAED_0.25 QI_0|0.37|0.22|0.44|1|1|9|0|402
OG0001981	CRv4_Au5_s22_g9803_t1	maker_Scaffold_1120-augustus-gene-0.81-mRNA-1 protein AED_0.03 eAED_0.03 QI_0|1|0.75|1|1|1|4|0|159
OG0001982	CRv4_Au5_s11_g2426_t1	genemark_Scaffold_1120-abinit-gene-0.23-mRNA-1 protein AED_0.17 eAED_0.17 QI_0|0.9|0.81|0.90|1|1|11|24|391
OG0001983	CRv4_Au5_s12_g3308_t1	maker_Scaffold_646-augustus-gene-0.82-mRNA-1 protein AED_0.08 eAED_0.08 QI_0|1|1|1|1|1|11|0|425
OG0001984	CRv4_Au5_s9_g15353_t1	maker_Scaffold_646-augustus-gene-0.78-mRNA-1 protein AED_0.17 eAED_0.17 QI_0|0.81|0.75|1|1|1|12|0|527
OG0001985	CRv4_Au5_s8_g14974_t1	augustus_masked_Scaffold_646-abinit-gene-0.7-mRNA-1 protein AED_0.21 eAED_0.21 QI_0|0.75|0.4|1|1|1|5|0|186
OG0001986	CRv4_Au5_s6_g13506_t1	maker_Scaffold_646-augustus-gene-0.85-mRNA-1 protein AED_0.40 eAED_0.40 QI_0|1|0|1|1|0.5|2|0|71
OG0001987	CRv4_Au5_s10_g142_t1	genemark_Scaffold_550-abinit-gene-0.12-mRNA-1 protein AED_0.17 eAED_0.17 QI_0|0.62|0.55|0.77|1|1|9|0|276
OG0001988	CRv4_Au5_s12_g3996_t1	maker_Scaffold_550-augustus-gene-0.71-mRNA-1 protein AED_0.20 eAED_0.20 QI_0|1|0.66|1|1|1|3|0|152
OG0001989	CRv4_Au5_s12_g4125_t1	maker_Scaffold_127-snap-gene-0.83-mRNA-1 protein AED_0.03 eAED_0.03 QI_0|0.33|0|1|0.66|0.75|4|0|279
OG0001990	CRv4_Au5_s16_g6585_t1	maker_Scaffold_127-snap-gene-0.88-mRNA-1 protein AED_0.08 eAED_0.09 QI_0|1|0.33|1|0|0|3|0|412
OG0001991	CRv4_Au5_s10_g379_t1	genemark_Scaffold_127-abinit-gene-0.24-mRNA-1 protein AED_0.10 eAED_0.10 QI_0|0.5|0.14|0.71|1|1|7|0|481
OG0001992	CRv4_Au5_s1_g1764_t1	maker_Scaffold_127-augustus-gene-0.72-mRNA-1 protein AED_0.11 eAED_0.11 QI_0|0.87|0.66|1|0.87|0.66|9|0|764
OG0001993	CRv4_Au5_s8_g14965_t1	genemark_Scaffold_127-abinit-gene-0.19-mRNA-1 protein AED_0.12 eAED_0.12 QI_0|0.6|0.33|0.83|1|1|6|0|541
OG0001994	CRv4_Au5_s9_g15539_t1	maker_Scaffold_127-snap-gene-0.97-mRNA-1 protein AED_0.02 eAED_0.02 QI_0|0.4|0.16|1|0.2|0.33|6|0|462
OG0001995	CRv4_Au5_s12_g4149_t1	maker_Scaffold_127-snap-gene-0.91-mRNA-1 protein AED_0.17 eAED_0.17 QI_0|0.66|0.25|0.75|0|0|4|0|324
OG0001996	CRv4_Au5_s3_g10498_t1	maker_Scaffold_127-augustus-gene-0.79-mRNA-1 protein AED_0.08 eAED_0.08 QI_0|1|0.5|1|1|1|4|0|253
OG0001997	CRv4_Au5_s7_g14262_t1	maker_Scaffold_127-snap-gene-0.90-mRNA-1 protein AED_0.16 eAED_0.16 QI_0|0.71|0.62|0.87|0.71|0.75|8|17|365
OG0001998	CRv4_Au5_s12_g3279_t1	maker_Scaffold_127-snap-gene-0.93-mRNA-1 protein AED_0.54 eAED_0.58 QI_0|0.33|0|0.75|0.33|0.25|4|0|194
OG0001999	CRv4_Au5_s3_g11285_t1	maker_Scaffold_770-augustus-gene-0.72-mRNA-1 protein AED_0.10 eAED_0.10 QI_0|0.62|0.55|0.88|1|1|9|0|444
OG0002000	CRv4_Au5_s13_g4364_t1	maker_Scaffold_770-augustus-gene-0.69-mRNA-1 protein AED_0.10 eAED_0.10 QI_0|0.94|0.83|1|0.94|0.94|18|0|1198
OG0002001	CRv4_Au5_s3_g11053_t1	maker_Scaffold_770-snap-gene-0.79-mRNA-1 protein AED_0.05 eAED_0.16 QI_0|0.5|0.33|1|0|0|3|0|488
OG0002002	CRv4_Au5_s3_g10427_t1	maker_Scaffold_770-snap-gene-0.81-mRNA-1 protein AED_0.03 eAED_0.03 QI_0|1|0.66|1|1|1|6|0|958
OG0002003	CRv4_Au5_s9_g15217_t1	maker_Scaffold_770-snap-gene-0.82-mRNA-1 protein AED_0.15 eAED_0.16 QI_0|1|0.5|1|0.4|0.33|6|0|487
OG0002004	CRv4_Au5_s3_g10350_t1	genemark_Scaffold_770-abinit-gene-0.13-mRNA-1 protein AED_0.15 eAED_0.23 QI_0|0.14|0|0.5|1|1|8|0|633
OG0002005	CRv4_Au5_s13_g4344_t1	genemark_Scaffold_336-abinit-gene-0.14-mRNA-1 protein AED_0.33 eAED_0.34 QI_0|0|0|0.5|1|1|2|0|112
OG0002006	CRv4_Au5_s10_g777_t1	maker_Scaffold_336-augustus-gene-0.62-mRNA-1 protein AED_0.14 eAED_0.14 QI_0|0.73|0.5|1|1|0.93|16|0|544
OG0002007	CRv4_Au5_s33_g11425_t1	maker_Scaffold_336-augustus-gene-0.63-mRNA-1 protein AED_0.19 eAED_0.19 QI_44|0.75|0.6|0.8|1|1|5|0|142
OG0002008	CRv4_Au5_s1_g1194_t1	augustus_masked_Scaffold_336-abinit-gene-0.2-mRNA-1 protein AED_0.29 eAED_0.29 QI_0|0.83|0.57|1|1|1|7|0|337
OG0002009	CRv4_Au5_s7_g13980_t1	maker_Scaffold_336-snap-gene-0.68-mRNA-1 protein AED_0.57 eAED_0.57 QI_70|1|0|1|0|0|2|0|177
OG0002010	CRv4_Au5_s12_g3276_t1	genemark_Scaffold_894-abinit-gene-0.6-mRNA-1 protein AED_0.51 eAED_0.52 QI_0|0.10|0.03|0.27|1|1|29|0|2677
OG0002011	CRv4_Au5_s12_g3670_t1	maker_Scaffold_938-augustus-gene-0.75-mRNA-1 protein AED_0.05 eAED_0.05 QI_0|0.66|0.25|1|1|0.75|4|0|154
OG0002012	CRv4_Au5_s1_g1030_t1	maker_Scaffold_1661-snap-gene-0.55-mRNA-1 protein AED_0.07 eAED_0.07 QI_0|1|0.33|1|0.5|0.33|3|0|382
OG0002013	CRv4_Au5_s6_g13405_t1	genemark_Scaffold_1661-abinit-gene-0.11-mRNA-1 protein AED_0.32 eAED_0.34 QI_0|0.11|0.10|0.35|1|1|28|0|1164
OG0002014	CRv4_Au5_s12_g3146_t1	snap_masked_Scaffold_1661-abinit-gene-0.14-mRNA-1 protein AED_0.28 eAED_0.29 QI_0|0|0|1|1|1|3|0|308
OG0002015	CRv4_Au5_s13_g4503_t1	snap_masked_Scaffold_69-abinit-gene-0.55-mRNA-1 protein AED_0.00 eAED_0.00 QI_0|-1|0|1|-1|1|1|0|300
OG0002016	CRv4_Au5_s12_g3860_t1	maker_Scaffold_69-augustus-gene-0.74-mRNA-1 protein AED_0.04 eAED_0.04 QI_0|1|0|1|1|0.5|2|0|269
OG0002017	CRv4_Au5_s14_g5600_t1	maker_Scaffold_69-augustus-gene-0.75-mRNA-1 protein AED_0.19 eAED_0.20 QI_0|0.6|0.16|1|0.8|0.66|6|0|492
OG0002018	CRv4_Au5_s10_g803_t1	maker_Scaffold_69-augustus-gene-0.82-mRNA-1 protein AED_0.01 eAED_0.02 QI_0|1|0.33|1|1|1|3|0|307
OG0002019	CRv4_Au5_s1_g1378_t1	maker_Scaffold_69-augustus-gene-0.84-mRNA-1 protein AED_0.14 eAED_0.14 QI_0|1|0.5|1|1|1|4|0|281
OG0002020	CRv4_Au5_s1_g1311_t1	genemark_Scaffold_69-abinit-gene-0.16-mRNA-1 protein AED_0.13 eAED_0.13 QI_0|0.66|0.25|1|1|1|4|0|170
OG0002021	CRv4_Au5_s1_g1301_t1	maker_Scaffold_69-snap-gene-0.89-mRNA-1 protein AED_0.09 eAED_0.09 QI_0|0.66|0.28|0.85|0.83|0.85|7|0|592
OG0002022	CRv4_Au5_s1_g2234_t1	maker_Scaffold_69-augustus-gene-0.78-mRNA-1 protein AED_0.20 eAED_0.20 QI_0|0.8|0.83|0.83|1|1|6|150|327
OG0002023	CRv4_Au5_s17_g7424_t1	maker_Scaffold_69-augustus-gene-0.77-mRNA-1 protein AED_0.20 eAED_0.20 QI_0|0.66|0.25|0.75|0.66|0.75|4|0|171
OG0002024	CRv4_Au5_s12_g3192_t1	genemark_Scaffold_69-abinit-gene-0.21-mRNA-1 protein AED_0.30 eAED_0.30 QI_0|0.66|0.42|0.71|1|1|7|0|363
OG0002025	CRv4_Au5_s12_g4044_t1	maker_Scaffold_533-snap-gene-0.87-mRNA-1 protein AED_0.08 eAED_0.08 QI_0|0.75|0.4|0.8|0.5|0.4|5|0|331
OG0002026	CRv4_Au5_s5_g11963_t1	maker_Scaffold_533-augustus-gene-0.71-mRNA-1 protein AED_0.10 eAED_0.10 QI_0|1|0.5|1|1|0.75|4|0|315
OG0002027	CRv4_Au5_s10_g77_t1	genemark_Scaffold_533-abinit-gene-0.11-mRNA-1 protein AED_0.10 eAED_0.11 QI_0|0.85|0.62|1|1|1|8|0|695
OG0002028	CRv4_Au5_s10_g647_t1	maker_Scaffold_533-augustus-gene-0.72-mRNA-1 protein AED_0.11 eAED_0.11 QI_0|1|0.8|1|1|0.8|5|0|219
OG0002029	CRv4_Au5_s9_g15355_t1	maker_Scaffold_533-augustus-gene-0.80-mRNA-1 protein AED_0.03 eAED_0.04 QI_3|0.83|0.57|1|1|1|7|0|295
OG0002030	CRv4_Au5_s3_g11007_t1	maker_Scaffold_980-augustus-gene-0.84-mRNA-1 protein AED_0.12 eAED_0.12 QI_0|1|1|1|1|1|4|0|176
OG0002031	CRv4_Au5_s3_g10931_t1	maker_Scaffold_980-augustus-gene-0.88-mRNA-1 protein AED_0.16 eAED_0.17 QI_0|0.6|0.33|1|0.8|0.66|6|0|176
OG0002032	CRv4_Au5_s6_g13632_t1	augustus_masked_Scaffold_980-abinit-gene-0.14-mRNA-1 protein AED_0.25 eAED_0.25 QI_0|0.66|0.25|0.75|1|1|4|0|444
OG0002033	CRv4_Au5_s3_g11119_t1	maker_Scaffold_980-augustus-gene-0.81-mRNA-1 protein AED_0.16 eAED_0.17 QI_0|1|0.66|1|1|1|6|0|190
OG0002034	CRv4_Au5_s3_g10922_t1	maker_Scaffold_980-snap-gene-0.103-mRNA-1 protein AED_0.18 eAED_0.21 QI_0|0.76|0.57|1|0.61|0.5|14|0|785
OG0002035	CRv4_Au5_s1_g1172_t1	maker_Scaffold_980-augustus-gene-0.94-mRNA-1 protein AED_0.25 eAED_0.25 QI_0|0|0|0.5|1|1|4|0|232
OG0002036	CRv4_Au5_s12_g3067_t1	genemark_Scaffold_980-abinit-gene-0.22-mRNA-1 protein AED_0.32 eAED_0.35 QI_0|0|0|1|1|1|4|0|318
OG0002037	CRv4_Au5_s22_g9802_t1	genemark_Scaffold_73-abinit-gene-0.12-mRNA-1 protein AED_0.05 eAED_0.06 QI_0|0.83|0.42|1|1|1|7|0|1049
OG0002038	CRv4_Au5_s2_g8334_t1	maker_Scaffold_73-snap-gene-0.91-mRNA-1 protein AED_0.03 eAED_0.03 QI_0|0.85|0.62|1|0.71|0.62|8|0|791
OG0002039	CRv4_Au5_s12_g3734_t1	maker_Scaffold_138-augustus-gene-0.87-mRNA-1 protein AED_0.08 eAED_0.10 QI_19|1|0.81|1|1|0.90|11|0|461
OG0002040	CRv4_Au5_s9_g15227_t1	genemark_Scaffold_138-abinit-gene-0.15-mRNA-1 protein AED_0.30 eAED_0.30 QI_0|0|0|0.5|1|1|4|0|325
OG0002041	CRv4_Au5_s7_g13855_t1	genemark_Scaffold_138-abinit-gene-0.16-mRNA-1 protein AED_0.41 eAED_0.43 QI_0|0|0|0.4|1|1|10|0|1167
OG0002042	CRv4_Au5_s9_g15583_t1	maker_Scaffold_138-augustus-gene-0.92-mRNA-1 protein AED_0.00 eAED_0.00 QI_0|1|0.5|1|1|1|2|0|118
OG0002043	CRv4_Au5_s10_g304_t1	genemark_Scaffold_138-abinit-gene-0.18-mRNA-1 protein AED_0.10 eAED_0.10 QI_0|1|0.75|1|1|1|4|0|266
OG0002044	CRv4_Au5_s5_g12178_t1	genemark_Scaffold_138-abinit-gene-0.22-mRNA-1 protein AED_0.14 eAED_0.14 QI_4|0.58|0.53|0.92|1|1|13|17|720
OG0002045	CRv4_Au5_s3_g10349_t1	maker_Scaffold_138-augustus-gene-0.96-mRNA-1 protein AED_0.43 eAED_0.43 QI_0|0.2|0|0.5|1|0.83|6|0|291
OG0002046	CRv4_Au5_s4_g11590_t1	maker_Scaffold_122-augustus-gene-0.94-mRNA-1 protein AED_0.15 eAED_0.15 QI_64|0.91|0.92|1|0.91|0.84|13|284|538
OG0002047	CRv4_Au5_s2_g8563_t1	maker_Scaffold_122-augustus-gene-0.96-mRNA-1 protein AED_0.20 eAED_0.20 QI_0|0.83|0.71|0.85|1|1|7|0|289
OG0002048	CRv4_Au5_s2_g8367_t1	genemark_Scaffold_122-abinit-gene-0.24-mRNA-1 protein AED_0.25 eAED_0.25 QI_0|0.70|0.66|1|1|0.94|18|163|642
OG0002049	CRv4_Au5_s13_g4313_t1	augustus_masked_Scaffold_122-abinit-gene-0.7-mRNA-1 protein AED_0.05 eAED_0.05 QI_0|0.88|0.7|0.9|1|1|10|0|415
OG0002050	CRv4_Au5_s13_g4641_t1	maker_Scaffold_122-augustus-gene-0.101-mRNA-1 protein AED_0.14 eAED_0.14 QI_0|0|0|1|1|1|3|0|121
OG0002051	CRv4_Au5_s12_g3715_t1	maker_Scaffold_122-augustus-gene-0.103-mRNA-1 protein AED_0.15 eAED_0.15 QI_0|0.75|0.4|0.8|1|1|5|0|186
OG0002052	CRv4_Au5_s8_g14911_t1	maker_Scaffold_122-augustus-gene-0.100-mRNA-1 protein AED_0.35 eAED_0.35 QI_14|0.33|0|1|0|0.25|4|0|195
OG0002053	CRv4_Au5_s13_g4968_t1	maker_Scaffold_932-augustus-gene-0.70-mRNA-1 protein AED_0.46 eAED_0.47 QI_0|0.5|0.2|0.8|1|1|5|0|447
OG0002054	CRv4_Au5_s12_g3047_t1	maker_Scaffold_179-augustus-gene-0.66-mRNA-1 protein AED_0.07 eAED_0.08 QI_0|1|0.33|1|0.5|0.66|3|0|141
OG0002055	CRv4_Au5_s12_g3320_t1	genemark_Scaffold_179-abinit-gene-0.20-mRNA-1 protein AED_0.25 eAED_0.29 QI_0|0|0|0.57|1|1|7|0|533
OG0002056	CRv4_Au5_s12_g3863_t1	genemark_Scaffold_179-abinit-gene-0.24-mRNA-1 protein AED_0.12 eAED_0.12 QI_0|1|0.77|1|1|1|9|0|464
OG0002057	CRv4_Au5_s5_g12293_t1	maker_Scaffold_179-snap-gene-0.75-mRNA-1 protein AED_0.24 eAED_0.24 QI_0|0.6|0.33|0.83|0.4|0.66|6|0|338
OG0002058	CRv4_Au5_s11_g2662_t1	maker_Scaffold_585-snap-gene-0.82-mRNA-1 protein AED_0.27 eAED_0.27 QI_0|0.87|0.66|1|0.87|0.88|9|0|522
OG0002059	CRv4_Au5_s17_g7361_t1	augustus_masked_Scaffold_585-abinit-gene-0.8-mRNA-1 protein AED_0.34 eAED_0.36 QI_0|0.66|0.42|1|1|1|7|0|472
OG0002060	CRv4_Au5_s1_g1968_t1	maker_Scaffold_585-snap-gene-0.83-mRNA-1 protein AED_0.42 eAED_0.42 QI_0|1|0.66|1|0.8|0.83|6|0|359
OG0002061	CRv4_Au5_s11_g2710_t1	genemark_Scaffold_585-abinit-gene-0.11-mRNA-1 protein AED_0.43 eAED_0.43 QI_0|0.33|0.42|0.85|1|1|7|0|312
OG0002062	CRv4_Au5_s16_g6287_t1	maker_Scaffold_585-snap-gene-0.91-mRNA-1 protein AED_0.19 eAED_0.19 QI_0|1|0.5|1|1|1|6|0|429
OG0002063	CRv4_Au5_s9_g15443_t1	augustus_masked_Scaffold_585-abinit-gene-0.5-mRNA-1 protein AED_0.10 eAED_0.10 QI_0|1|0.93|1|0.92|0.86|15|1173|384
OG0002064	CRv4_Au5_s12_g2811_t1	genemark_Scaffold_1092-abinit-gene-0.12-mRNA-1 protein AED_0.12 eAED_0.13 QI_0|0.5|0.33|0.66|1|1|9|0|579
OG0002065	CRv4_Au5_s17_g7671_t1	maker_Scaffold_1092-augustus-gene-0.72-mRNA-1 protein AED_0.18 eAED_0.18 QI_0|0.6|0.5|0.66|1|1|6|0|213
OG0002066	CRv4_Au5_s13_g4317_t1	maker_Scaffold_33-augustus-gene-0.116-mRNA-1 protein AED_0.02 eAED_0.02 QI_0|1|0.71|1|1|0.85|7|0|481
OG0002067	CRv4_Au5_s7_g14180_t1	maker_Scaffold_33-augustus-gene-0.114-mRNA-1 protein AED_0.10 eAED_0.10 QI_0|0.85|0.62|1|1|1|8|0|344
OG0002068	CRv4_Au5_s2_g8927_t1	maker_Scaffold_33-augustus-gene-0.117-mRNA-1 protein AED_0.02 eAED_0.02 QI_0|1|0.33|1|1|1|3|0|162
OG0002069	CRv4_Au5_s12_g4158_t1	maker_Scaffold_33-augustus-gene-0.112-mRNA-1 protein AED_0.04 eAED_0.04 QI_0|1|0.75|1|0.66|1|4|0|217
OG0002070	CRv4_Au5_s11_g2736_t1	maker_Scaffold_33-snap-gene-0.136-mRNA-1 protein AED_0.23 eAED_0.24 QI_0|0.4|0.16|0.83|0.4|0.33|6|0|574
OG0002071	CRv4_Au5_s12_g4266_t1	maker_Scaffold_33-augustus-gene-0.118-mRNA-1 protein AED_0.33 eAED_0.33 QI_0|0.5|0|1|0.5|0.33|3|0|76
OG0002072	CRv4_Au5_s9_g15628_t1	genemark_Scaffold_33-abinit-gene-0.42-mRNA-1 protein AED_0.16 eAED_0.17 QI_0|0.83|0.71|1|1|1|7|9|497
OG0002073	CRv4_Au5_s14_g5584_t1	snap_masked_Scaffold_33-abinit-gene-0.78-mRNA-1 protein AED_0.13 eAED_0.13 QI_0|0|0|0.66|1|1|3|0|310
OG0002074	CRv4_Au5_s12_g3988_t1	maker_Scaffold_33-augustus-gene-0.127-mRNA-1 protein AED_0.16 eAED_0.16 QI_0|0.5|0.33|0.66|1|1|3|33|102
OG0002075	CRv4_Au5_s9_g15434_t1	genemark_Scaffold_33-abinit-gene-0.22-mRNA-1 protein AED_0.19 eAED_0.19 QI_0|0.3|0.09|0.72|1|1|11|0|540
OG0002076	CRv4_Au5_s12_g4159_t1	genemark_Scaffold_33-abinit-gene-0.39-mRNA-1 protein AED_0.29 eAED_0.29 QI_0|0.33|0.25|0.5|1|1|4|0|73
OG0002077	CRv4_Au5_s3_g11056_t1	maker_Scaffold_868-augustus-gene-0.71-mRNA-1 protein AED_0.09 eAED_0.09 QI_0|0|0.33|0.66|1|0.66|3|0|160
OG0002078	CRv4_Au5_s13_g4792_t1	maker_Scaffold_868-snap-gene-0.83-mRNA-1 protein AED_0.19 eAED_0.19 QI_0|0.66|0.25|0.75|0.33|0.25|4|0|275
OG0002079	CRv4_Au5_s1_g1588_t1	maker_Scaffold_868-augustus-gene-0.76-mRNA-1 protein AED_0.07 eAED_0.07 QI_0|1|0.83|1|1|1|6|0|246
OG0002080	CRv4_Au5_s12_g2825_t1	maker_Scaffold_868-augustus-gene-0.81-mRNA-1 protein AED_0.14 eAED_0.14 QI_0|0.8|0.5|0.83|0.8|0.83|6|0|297
OG0002081	CRv4_Au5_s7_g14238_t1	augustus_masked_Scaffold_868-abinit-gene-0.8-mRNA-1 protein AED_0.17 eAED_0.17 QI_0|0.85|0.62|1|1|1|8|0|700
OG0002082	CRv4_Au5_s14_g5385_t1	maker_Scaffold_868-augustus-gene-0.79-mRNA-1 protein AED_0.15 eAED_0.17 QI_0|0.66|0.25|1|1|1|4|0|161
OG0002083	CRv4_Au5_s2_g8535_t1	genemark_Scaffold_187-abinit-gene-0.17-mRNA-1 protein AED_0.03 eAED_0.04 QI_0|0.63|0.66|0.91|1|1|12|0|746
OG0002084	CRv4_Au5_s12_g3133_t1	genemark_Scaffold_187-abinit-gene-0.13-mRNA-1 protein AED_0.16 eAED_0.24 QI_0|0.53|0.5|0.71|1|1|14|0|629
OG0002085	CRv4_Au5_s13_g4732_t1	genemark_Scaffold_1048-abinit-gene-0.9-mRNA-1 protein AED_0.25 eAED_0.26 QI_0|0.53|0.44|0.77|1|1|27|0|1327
OG0002086	CRv4_Au5_s1_g1928_t1	augustus_masked_Scaffold_1048-abinit-gene-0.1-mRNA-1 protein AED_0.51 eAED_0.51 QI_0|0|0|1|1|1|5|0|208
OG0002087	CRv4_Au5_s13_g4424_t1	maker_Scaffold_112-augustus-gene-0.83-mRNA-1 protein AED_0.05 eAED_0.05 QI_26|1|1|1|1|1|5|156|148
OG0002088	CRv4_Au5_s9_g15630_t1	maker_Scaffold_112-augustus-gene-0.86-mRNA-1 protein AED_0.09 eAED_0.09 QI_0|0.88|0.8|1|0.88|0.7|10|161|509
OG0002089	CRv4_Au5_s3_g11139_t1	augustus_masked_Scaffold_112-abinit-gene-0.6-mRNA-1 protein AED_0.17 eAED_0.17 QI_0|0.33|0|0.5|1|1|4|0|202
OG0002090	CRv4_Au5_s13_g5044_t1	maker_Scaffold_112-snap-gene-0.97-mRNA-1 protein AED_0.51 eAED_0.51 QI_35|0|0|0.5|0|0.5|2|0|294
OG0002091	CRv4_Au5_s17_g7069_t1	maker_Scaffold_112-snap-gene-0.98-mRNA-1 protein AED_0.04 eAED_0.05 QI_0|1|0|1|1|1|2|0|117
OG0002092	CRv4_Au5_s17_g7866_t1	maker_Scaffold_112-augustus-gene-0.93-mRNA-1 protein AED_0.23 eAED_0.23 QI_0|0.83|0.57|0.85|0.66|0.71|7|0|251
OG0002093	CRv4_Au5_s3_g10530_t1	genemark_Scaffold_112-abinit-gene-0.20-mRNA-1 protein AED_0.20 eAED_0.20 QI_0|0.33|0|0.5|1|1|4|0|680
OG0002094	CRv4_Au5_s41_g11875_t1	maker_Scaffold_112-augustus-gene-0.90-mRNA-1 protein AED_0.40 eAED_0.41 QI_0|0.5|0|0.66|1|0.66|3|0|80
OG0002095	CRv4_Au5_s4_g11818_t1	snap_masked_Scaffold_995-abinit-gene-0.43-mRNA-1 protein AED_0.08 eAED_0.10 QI_0|-1|0|1|-1|1|1|0|152
OG0002096	CRv4_Au5_s17_g7044_t1	maker_Scaffold_995-snap-gene-0.96-mRNA-1 protein AED_0.15 eAED_0.15 QI_0|0.85|0.62|1|1|0.87|8|0|341
OG0002097	CRv4_Au5_s1_g1746_t1	genemark_Scaffold_995-abinit-gene-0.22-mRNA-1 protein AED_0.48 eAED_0.54 QI_0|0|0|0.66|1|1|9|0|661
OG0002098	CRv4_Au5_s10_g512_t1	maker_Scaffold_995-augustus-gene-0.93-mRNA-1 protein AED_0.10 eAED_0.10 QI_0|1|0.75|1|1|0.75|4|0|168
OG0002099	CRv4_Au5_s2_g8461_t1	maker_Scaffold_995-augustus-gene-0.92-mRNA-1 protein AED_0.32 eAED_0.32 QI_0|0.33|0.25|1|0.66|0.5|4|0|202
OG0002100	CRv4_Au5_s23_g9874_t1	maker_Scaffold_762-augustus-gene-0.57-mRNA-1 protein AED_0.02 eAED_0.02 QI_0|1|0|1|1|1|2|0|75
OG0002101	CRv4_Au5_s1_g2347_t1	maker_Scaffold_762-augustus-gene-0.58-mRNA-1 protein AED_0.14 eAED_0.15 QI_0|0.75|0.6|1|0|0|5|0|199
OG0002102	CRv4_Au5_s1_g1860_t1	maker_Scaffold_762-snap-gene-0.61-mRNA-1 protein AED_0.17 eAED_0.22 QI_0|0.75|0.46|0.92|0.75|0.61|13|0|941
OG0002103	CRv4_Au5_s1_g1554_t1	maker_Scaffold_762-augustus-gene-0.59-mRNA-1 protein AED_0.01 eAED_0.01 QI_0|1|0|1|1|1|2|0|213
OG0002104	CRv4_Au5_s1_g1374_t1	maker_Scaffold_21-augustus-gene-0.94-mRNA-1 protein AED_0.06 eAED_0.06 QI_22|0.88|0.8|1|1|1|10|0|456
OG0002105	CRv4_Au5_s6_g12802_t1	maker_Scaffold_21-augustus-gene-0.86-mRNA-1 protein AED_0.07 eAED_0.07 QI_0|0.84|0.78|0.92|0.92|0.92|14|0|612
OG0002106	CRv4_Au5_s12_g2757_t1	augustus_masked_Scaffold_21-abinit-gene-0.16-mRNA-1 protein AED_0.16 eAED_0.16 QI_0|0.25|0|0.4|1|1|5|0|235
OG0002107	CRv4_Au5_s9_g15453_t1	maker_Scaffold_21-augustus-gene-0.95-mRNA-1 protein AED_0.32 eAED_0.32 QI_0|0.5|0.42|0.71|1|1|7|0|273
OG0002108	CRv4_Au5_s10_g120_t1	maker_Scaffold_21-snap-gene-0.110-mRNA-1 protein AED_0.02 eAED_0.02 QI_0|1|0.66|1|0.8|0.83|6|0|458
OG0002109	CRv4_Au5_s7_g13884_t1	maker_Scaffold_21-snap-gene-0.109-mRNA-1 protein AED_0.05 eAED_0.05 QI_0|0.5|0.33|1|0.5|0.33|3|0|213
OG0002110	CRv4_Au5_s12_g3129_t1	maker_Scaffold_21-augustus-gene-0.100-mRNA-1 protein AED_0.11 eAED_0.11 QI_0|1|0.87|1|1|1|8|133|535
OG0002111	CRv4_Au5_s16_g6801_t1	genemark_Scaffold_21-abinit-gene-0.24-mRNA-1 protein AED_0.23 eAED_0.24 QI_0|0.61|0.5|0.85|1|1|14|0|844
OG0002112	CRv4_Au5_s5_g12238_t1	maker_Scaffold_1261-augustus-gene-0.95-mRNA-1 protein AED_0.05 eAED_0.04 QI_0|1|0.4|1|1|1|5|0|375
OG0002113	CRv4_Au5_s2_g8573_t1	maker_Scaffold_1261-snap-gene-0.101-mRNA-1 protein AED_0.14 eAED_0.14 QI_0|0.83|0.57|0.85|1|0.85|7|0|532
OG0002114	CRv4_Au5_s32_g11397_t1	maker_Scaffold_1261-augustus-gene-0.92-mRNA-1 protein AED_0.21 eAED_0.21 QI_0|1|0.5|1|0.66|0.75|4|0|332
OG0002115	CRv4_Au5_s6_g13345_t1	maker_Scaffold_1261-augustus-gene-0.97-mRNA-1 protein AED_0.06 eAED_0.06 QI_0|0.8|0.5|0.83|1|1|6|0|274
OG0002116	CRv4_Au5_s18_g7929_t1	genemark_Scaffold_1261-abinit-gene-0.23-mRNA-1 protein AED_0.04 eAED_0.05 QI_0|0.8|0.66|1|1|1|6|0|563
OG0002117	CRv4_Au5_s44_g11903_t1	genemark_Scaffold_1261-abinit-gene-0.21-mRNA-1 protein AED_0.21 eAED_0.27 QI_0|0.68|0.64|0.88|1|1|17|0|727
OG0002118	CRv4_Au5_s16_g6063_t1	augustus_masked_Scaffold_1261-abinit-gene-0.7-mRNA-1 protein AED_0.38 eAED_0.38 QI_0|0|0|0.33|1|1|3|0|101
OG0002119	CRv4_Au5_s1_g2003_t1	maker_Scaffold_807-snap-gene-0.107-mRNA-1 protein AED_0.15 eAED_0.15 QI_0|0.5|0.33|1|0.62|0.33|9|0|509
OG0002120	CRv4_Au5_s16_g6803_t1	augustus_masked_Scaffold_807-abinit-gene-0.8-mRNA-1 protein AED_0.32 eAED_0.32 QI_0|0.5|0|1|1|1|3|0|254
OG0002121	CRv4_Au5_s13_g5047_t1	maker_Scaffold_807-augustus-gene-0.104-mRNA-1 protein AED_0.17 eAED_0.17 QI_0|0.7|0.63|0.81|0.9|0.90|11|65|333
